prix,type_de_bien,details,zone
360000,Appartement à vendre,3 pièces · 2 chambres · 64 m² · RDC/2,Montchat  Lyon 3ème arrondissement (69003)
235500,Appartement à vendre - neuf,"2 pièces · 45,3 m² · Étage 1/4 · dès le 31/03/2028",Le Bourg  Fontaines-sur-Saône (69270)
512000,Appartement à vendre - neuf,5 pièces · 4 chambres · 90 m² · dès le 31/12/2027,Le Bourg  Fontaines-sur-Saône (69270)
315000,Appartement à vendre - neuf,3 pièces · 2 chambres · 66 m² · dès le 31/12/2027,Le Bourg  Fontaines-sur-Saône (69270)
234000,Appartement à vendre - neuf,2 pièces · 1 chambre · 40 m² · dès le 31/12/2027,Le Bourg  Fontaines-sur-Saône (69270)
399000,Appartement à vendre - neuf,4 pièces · 3 chambres · 85 m² · dès le 31/12/2027,Le Bourg  Fontaines-sur-Saône (69270)
259000,Appartement à vendre - neuf,"4 pièces · 88,2 m² · Étage 1/6 · dès le 31/12/2026",Moulin à Vent-Ernest Renan  Vénissieux (69200)
229000,Appartement à vendre - neuf,1 pièce · 35 m² · 8ème étage · dès le 01/01/2027,Clément  Villeurbanne (69100)
228000,Appartement à vendre,2 pièces · 1 chambre · 51 m² · Étage 1/2,Montchat  Lyon 3ème arrondissement (69003)
155000,Appartement à vendre,3 pièces · 2 chambres · 65 m² · Étage 9/10,Bonnevay - La Soie - Les Brosses  Villeurbanne (69100)
224583,Appartement à vendre - neuf,"3 pièces · 2 chambres · 61,6 m² · 2ème étage",Le Centre  Vaulx-en-Velin (69120)
390000,Appartement à vendre - neuf,"3 pièces · 60,3 m² · RDC",Basses-Barolles  Saint-Genis-Laval (69230)
248000,Appartement à vendre - neuf,"2 pièces · 42,3 m² · Étage 2/3 · dès le 31/12/2028",Collonges-au-Mont-d'Or (69660)
187000,Appartement à vendre - neuf,"2 pièces · 1 chambre · 44,4 m² · dès le 31/12/2026",Centre Ville Ouest  Voiron (38500)
185000,Appartement à vendre - neuf,3 pièces · 58 m² · 1er étage,Canal  Givors (69700)
249900,Duplex à vendre,"4 pièces · 3 chambres · 76,1 m² · Étage 2/2",Centre-Max Barel-Centre Nord  Vénissieux (69200)
178400,Appartement à vendre - neuf,"1 pièce · 35,9 m² · Étage 2/5 · dès le 30/06/2027",Moulin à Vent-Ernest Renan  Vénissieux (69200)
255924,Appartement à vendre - neuf,3 pièces · 62 m²,Le Mas  Vaulx-en-Velin (69120)
365000,Appartement à vendre - neuf,3 pièces · 2 chambres · 60 m² · dès le 31/03/2028,Saint Louis  Lyon 7ème arrondissement (69007)
338000,Appartement à vendre - neuf,"3 pièces · 59,3 m² · Étage 1/3 · dès le 31/12/2028",Collonges-au-Mont-d'Or (69660)
207400,Appartement à vendre - neuf,"2 pièces · 40,2 m² · Étage 1/2 · dès le 31/03/2028",Saint-Romain-au-Mont-d'Or (69270)
284000,Appartement à vendre,2 pièces · 1 chambre · 47 m² · Étage 1/2,Monplaisir Lumière  Lyon 8ème arrondissement (69008)
431000,Appartement à vendre - neuf,"3 pièces · 69,8 m² · RDC · dès le 31/12/2026",Montchat  Lyon 3ème arrondissement (69003)
288000,Appartement à vendre - neuf,3 pièces · 66 m² · 1er étage · dès le 31/12/2027,Brindas (69126)
200000,Appartement à vendre - neuf,3 pièces · 62 m² · 4ème étage · dès le 31/12/2027,Leclerc  Rillieux-la-Pape (69140)
339900,Appartement à vendre,3 pièces · 2 chambres · 78 m² · Étage 1/4,Préfecture Liberté  Lyon 3ème arrondissement (69003)
327000,Villa à vendre - neuf,"5 pièces · 4 chambres · 110,8 m² · dès le 31/03/2027",Tignieu-Jameyzieu (38230)
287900,Appartement à vendre - neuf,"3 pièces · 68,7 m² · Étage 3/4",Le Village  Vaulx-en-Velin (69120)
184300,Appartement à vendre - neuf,"2 pièces · 45,8 m² · Étage 1/4 · dès le 31/12/2028",Le Grand Vivier-Le Garet-Pontbichet-Troussier  Villefranche-sur-Saône (69400)
316000,Appartement à vendre,3 pièces · 2 chambres · 57 m² · Étage 2/4,Saint Louis  Lyon 7ème arrondissement (69007)
159000,Appartement à vendre - neuf,"2 pièces · 51,5 m² · 1er étage",Sainte-Foy-l'Argentière (69610)
1500000,Appartement à vendre,4 pièces · 3 chambres · 180 m² · Étage 4/5,Foch  Lyon 6ème arrondissement (69006)
300285,Appartement à vendre - neuf,4 pièces · 72 m² · 2ème étage · dès le 31/03/2028,Cornavent  Décines-Charpieu (69150)
249800,Appartement à vendre,4 pièces · 3 chambres · 76 m² · Étage 1/3,Cusset  Villeurbanne (69100)
249100,Appartement à vendre - neuf,3 pièces · 56 m² · 1er étage · dès le 31/03/2028,Cornavent  Décines-Charpieu (69150)
144000,Appartement à vendre - neuf,2 pièces · 36 m² · 1er étage,Canal  Givors (69700)
148900,Appartement à vendre,"4 pièces · 3 chambres · 67,5 m² · Étage 1/4",Centre-Max Barel-Centre Nord  Vénissieux (69200)
217000,Appartement à vendre - neuf,2 pièces · 42 m² · 3ème étage · dès le 30/06/2028,Centre  Décines-Charpieu (69150)
100000,Appartement à vendre,3 pièces · 2 chambres · 58 m² · Étage 9/10,Les Minguettes-Charles Perrault  Vénissieux (69200)
163000,Appartement à vendre,2 pièces · 1 chambre · 40 m² · RDC/4,Charréard  Vénissieux (69200)
290000,Villa à vendre - neuf,"4 pièces · 3 chambres · 90,4 m² · dès le 31/03/2027",Tignieu-Jameyzieu (38230)
459400,Appartement à vendre - neuf,4 pièces · 3 chambres · 82 m² · 6ème étage,Gratte Ciel  Villeurbanne (69100)
250000,Appartement à vendre - neuf,4 pièces · 78 m² · 7ème étage · dès le 31/12/2027,Leclerc  Rillieux-la-Pape (69140)
338000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 60,4 m² · 5ème étage",Gratte Ciel  Villeurbanne (69100)
270000,Appartement à vendre - neuf,"2 pièces · 43,1 m² · 3ème étage · dès le 01/10/2028",Bourg  Genas (69740)
230000,Appartement à vendre,5 pièces · 4 chambres · 90 m² · Étage 5/10,Bonnevay - La Soie - Les Brosses  Villeurbanne (69100)
195000,Appartement à vendre - neuf,2 pièces · 43 m² · 5ème étage · dès le 31/12/2027,Leclerc  Rillieux-la-Pape (69140)
313000,Appartement à vendre - neuf,3 pièces · 2 chambres · 65 m²,Grandes-Terres Revoison  Genas (69740)
420000,Appartement à vendre - neuf,4 pièces · 3 chambres · 85 m²,Grandes-Terres Revoison  Genas (69740)
279000,Appartement à vendre - neuf,"3 pièces · 60,7 m²",Crepieux  Rillieux-la-Pape (69140)
498000,Appartement à vendre - neuf,"5 pièces · 116,5 m² · 2ème étage",Fleurieux-sur-l'Arbresle (69210)
228000,Appartement à vendre - neuf,"1 pièce · 40,7 m²",Crepieux  Rillieux-la-Pape (69140)
305000,Appartement à vendre - neuf,3 pièces · 67 m² · 1er étage,Fleurieux-sur-l'Arbresle (69210)
205000,Appartement à vendre - neuf,2 pièces · 55 m² · RDC,Pont-de-Chéruy (38230)
234000,Appartement à vendre - neuf,"2 pièces · 1 chambre · 43,5 m² · RDC",Montessuy  Caluire-et-Cuire (69300)
309800,Appartement à vendre - neuf,"3 pièces · 64,2 m² · Étage 2/4 · dès le 31/03/2028",Le Bourg  Fontaines-sur-Saône (69270)
555000,Appartement à vendre - neuf,"3 pièces · 68,1 m² · 3ème étage",Flammarion  Lyon 4ème arrondissement (69004)
670000,Appartement à vendre - neuf,4 pièces · 86 m² · 2ème étage,Flammarion  Lyon 4ème arrondissement (69004)
369000,Appartement à vendre - neuf,"4 pièces · 79,6 m² · 1er étage",Crepieux  Rillieux-la-Pape (69140)
367000,Appartement à vendre - neuf,4 pièces · 81 m² · 1er étage,Fleurieux-sur-l'Arbresle (69210)
248000,Appartement à vendre - neuf,"3 pièces · 58,1 m² · Étage 1/3 · dès le 30/06/2028",Simandres (69360)
384000,Appartement à vendre - neuf,"4 pièces · 77,8 m² · 2 étages · dès le 31/03/2028",Saint-Romain-au-Mont-d'Or (69270)
138500,Appartement à vendre - neuf,"1 pièce · 25,1 m² · Étage 4/4 · dès le 01/01/2028",Balmes Bourlione  Corbas (69960)
317100,Appartement à vendre - neuf,"4 pièces · 79,5 m² · 3 étages · dès le 30/06/2028",Simandres (69360)
221300,Appartement à vendre - neuf,"3 pièces · 61,2 m² · 5 étages · dès le 01/01/2028",Moulin à Vent-Georges Lévy  Vénissieux (69200)
164000,Appartement à vendre - neuf,"2 pièces · 39,6 m² · 5 étages · dès le 01/01/2028",Moulin à Vent-Georges Lévy  Vénissieux (69200)
354000,Appartement à vendre - neuf,"3 pièces · 59,4 m² · Étage 1/4 · dès le 31/03/2028",Centre Ville  Tassin-la-Demi-Lune (69160)
149000,Appartement à vendre - neuf,2 pièces · 1 chambre · 48 m²,Artas (38440)
239000,Appartement à vendre - neuf,"2 pièces · 38,7 m² · Étage 4/4 · dès le 31/03/2028",Centre Ville  Tassin-la-Demi-Lune (69160)
217600,Appartement à vendre - neuf,"2 pièces · 43,8 m² · 3 étages · dès le 30/06/2028",Simandres (69360)
168000,Appartement à vendre - neuf,"2 pièces · 39,7 m² · 4 étages · dès le 01/01/2028",Balmes Bourlione  Corbas (69960)
253600,Appartement à vendre - neuf,"3 pièces · 49,8 m² · Étage 1/2 · dès le 31/03/2028",Saint-Romain-au-Mont-d'Or (69270)
549000,Appartement à vendre - neuf,"5 pièces · 108,1 m² · Étage 1/2 · dès le 31/03/2028",Saint-Romain-au-Mont-d'Or (69270)
325000,Appartement à vendre - neuf,"4 pièces · 77,1 m² · Étage 3/4 · dès le 01/01/2028",Balmes Bourlione  Corbas (69960)
357900,Maison à vendre - neuf,4 pièces · 3 chambres · 83 m² · dès le 01/03/2027,Ouest  Mions (69780)
357900,Duplex à vendre - neuf,4 pièces · 3 chambres · 83 m² · RDC,Ouest  Mions (69780)
301378,Appartement à vendre - neuf,5 pièces · 4 chambres · 95 m² · dès le 30/09/2026,Le Village  Vaulx-en-Velin (69120)
285000,Duplex à vendre - neuf,4 pièces · 3 chambres · 83 m² · dès le 30/09/2026,Le Village  Vaulx-en-Velin (69120)
228847,Appartement à vendre - neuf,3 pièces · 2 chambres · 65 m² · dès le 30/09/2026,Le Village  Vaulx-en-Velin (69120)
1290000,Maison à vendre,19 pièces · 7 chambres · 573 m² · 19 000 m² de terrain,Le Bourg-La Jacquinière-Malossane-Saint Nizier  Voreppe (38340)
179526,Appartement à vendre - neuf,2 pièces · 1 chambre · 46 m² · dès le 30/09/2026,Le Village  Vaulx-en-Velin (69120)
316000,Appartement à vendre - neuf,3 pièces · 2 chambres · 60 m² · RDC,Montessuy  Caluire-et-Cuire (69300)
460000,Appartement à vendre - neuf,"4 pièces · 3 chambres · 90,1 m² · 5ème étage",Parilly-Jules Guesde  Vénissieux (69200)
245000,Appartement à vendre - neuf,"2 pièces · 1 chambre · 46,7 m² · 6ème étage",Parilly-Jules Guesde  Vénissieux (69200)
371000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 59,8 m² · 5ème étage",Confluence  Lyon 2ème arrondissement (69002)
175000,Appartement à vendre - neuf,"1 pièce · 31,4 m² · RDC · dès le 30/09/2026",Parilly-Jules Guesde  Vénissieux (69200)
455000,Appartement à vendre - neuf,"4 pièces · 3 chambres · 76,2 m² · 3ème étage",Confluence  Lyon 2ème arrondissement (69002)
386000,Appartement à vendre - neuf,3 pièces · 2 chambres · 66 m² · dès le 31/03/2027,Centre  Caluire-et-Cuire (69300)
398000,Appartement à vendre - neuf,4 pièces · 3 chambres · 80 m² · dès le 31/03/2027,Centre  Caluire-et-Cuire (69300)
274000,Appartement à vendre - neuf,2 pièces · 1 chambre · 42 m² · dès le 31/03/2027,Centre  Caluire-et-Cuire (69300)
765000,Appartement à vendre - neuf,5 pièces · 4 chambres · 111 m² · dès le 31/03/2027,Centre  Caluire-et-Cuire (69300)
193000,Appartement à vendre - neuf,1 pièce · 30 m² · dès le 31/03/2027,Centre  Caluire-et-Cuire (69300)
365000,Appartement à vendre - neuf,2 pièces · 1 chambre · 45 m² · dès le 31/03/2027,Guillotière  Lyon 7ème arrondissement (69007)
495000,Maison à vendre,7 pièces · 4 chambres · 184 m² · 1 877 m² de terrain,Belleydoux (01130)
142400,Appartement à vendre - neuf,1 pièce · 31 m² · dès le 31/03/2028,Croix Luizet  Villeurbanne (69100)
186900,Appartement à vendre - neuf,2 pièces · 1 chambre · 50 m² · dès le 31/03/2028,Croix Luizet  Villeurbanne (69100)
251500,Appartement à vendre - neuf,3 pièces · 2 chambres · 70 m² · dès le 31/03/2028,Croix Luizet  Villeurbanne (69100)
272000,Appartement à vendre - neuf,2 pièces · 1 chambre · 45 m² · dès le 31/12/2026,Girondins  Lyon 7ème arrondissement (69007)
205000,Appartement à vendre - neuf,1 pièce · 32 m² · dès le 31/12/2026,Girondins  Lyon 7ème arrondissement (69007)
360000,Appartement à vendre - neuf,3 pièces · 2 chambres · 60 m² · dès le 30/06/2026,Gratte Ciel  Villeurbanne (69100)
359500,Appartement à vendre - neuf,4 pièces · 3 chambres · 90 m² · dès le 30/06/2026,Gratte Ciel  Villeurbanne (69100)
217000,Appartement à vendre - neuf,1 pièce · 32 m² · dès le 30/06/2026,Gratte Ciel  Villeurbanne (69100)
645000,Appartement à vendre - neuf,3 pièces · 2 chambres · 72 m²,Girondins  Lyon 7ème arrondissement (69007)
595000,Appartement à vendre - neuf,4 pièces · 3 chambres · 90 m² · dès le 30/06/2026,Guillotière  Lyon 7ème arrondissement (69007)
439000,Appartement à vendre - neuf,3 pièces · 2 chambres · 62 m² · dès le 30/06/2026,Guillotière  Lyon 7ème arrondissement (69007)
783000,Appartement à vendre - neuf,5 pièces · 4 chambres · 100 m² · dès le 30/06/2026,Guillotière  Lyon 7ème arrondissement (69007)
121300,Appartement à vendre - neuf,2 pièces · 1 chambre · 44 m² · dès le 30/06/2027,Gare et Plateaux  Rives (38140)
365000,Appartement à vendre - neuf,2 pièces · 1 chambre · 50 m² · dès le 30/06/2026,Guillotière  Lyon 7ème arrondissement (69007)
699000,Appartement à vendre - neuf,5 pièces · 4 chambres · 120 m² · dès le 30/06/2026,Francheville le Bas-Châter  Francheville (69340)
325000,Appartement à vendre - neuf,3 pièces · 2 chambres · 65 m² · dès le 30/06/2026,Francheville le Bas-Châter  Francheville (69340)
235000,Appartement à vendre - neuf,2 pièces · 1 chambre · 46 m² · dès le 30/06/2026,Francheville le Bas-Châter  Francheville (69340)
240000,Appartement à vendre - neuf,"2 pièces · 48,6 m² · RDC · dès le 28/02/2027",Sathonay-Camp (69580)
381000,Appartement à vendre - neuf,4 pièces · 84 m² · 1er étage · dès le 28/02/2027,Sathonay-Camp (69580)
329000,Appartement à vendre - neuf,3 pièces · 70 m² · RDC · dès le 28/02/2027,Sathonay-Camp (69580)
408500,Maison à vendre - neuf,"88,9 m²",Crepieux  Rillieux-la-Pape (69140)
268500,Appartement à vendre - neuf,"3 pièces · 66,1 m² · dès le 30/11/2026",Marcy (69480)
235000,Appartement à vendre - neuf,2 pièces · 45 m²,Centre  Décines-Charpieu (69150)
718200,Appartement à vendre - neuf,"4 pièces · 108,6 m² · Étage 3/3",Francheville le Haut-Bruissin  Francheville (69340)
199990,Appartement à vendre,3 pièces · 2 chambres · 75 m² · RDC/10,Le Bachut  Lyon 8ème arrondissement (69008)
320000,Appartement à vendre,3 pièces · 2 chambres · 73 m² · Étage 2/7,Gorge du Loup-Champvert  Lyon 9ème arrondissement (69009)
2756000,Chalet à vendre,6 pièces · 5 chambres · 295 m² · 1 000 m² de terrain,Les Deux Alpes (38860)
240000,Appartement à vendre - neuf,3 pièces · 63 m² · 3ème étage · dès le 30/06/2027,Le-Fort  Meyzieu (69330)
132000,Appartement à vendre - neuf,2 pièces · 36 m² · 1er étage,Perica-La Roue  Rillieux-la-Pape (69140)
170730,Appartement à vendre - neuf,2 pièces · 36 m² · 1er étage · dès le 31/03/2028,Cornavent  Décines-Charpieu (69150)
416000,Appartement à vendre - neuf,4 pièces · 83 m² · 2ème étage · dès le 31/12/2027,Brindas (69126)
330000,Maison à vendre,5 pièces · 3 chambres · 93 m² · 1 520 m² de terrain,Lozanne (69380)
1290000,Maison à vendre,5 pièces · 4 chambres · 208 m² · 3 101 m² de terrain,Ouest  Saint-Cyr-au-Mont-d'Or (69450)
855000,Appartement à vendre - neuf,"5 pièces · 108,3 m²",Flammarion  Lyon 4ème arrondissement (69004)
277100,Appartement à vendre - neuf,"4 pièces · 82,3 m² · 5 étages · dès le 01/01/2028",Moulin à Vent-Georges Lévy  Vénissieux (69200)
450000,Appartement à vendre - neuf,4 pièces · 3 chambres · 92 m² · dès le 30/06/2026,Francheville le Bas-Châter  Francheville (69340)
195000,Appartement à vendre,2 pièces · 1 chambre · 42 m² · Étage 5/5,Charréard  Vénissieux (69200)
270300,Appartement à vendre - neuf,3 pièces · 64 m² · 5 étages · dès le 30/06/2027,Moulin à Vent-Ernest Renan  Vénissieux (69200)
203400,Appartement à vendre - neuf,"3 pièces · 54,3 m² · Étage 2/3 · dès le 31/12/2027",Ouest  Belleville-en-Beaujolais (69220)
487000,Appartement à vendre - neuf,"4 pièces · 78,2 m² · 1er étage · dès le 01/04/2027",Centre  Ferney-Voltaire (01210)
248400,Appartement à vendre - neuf,"3 pièces · 54,4 m² · 5 étages · dès le 30/06/2027",La-Soie  Décines-Charpieu (69150)
990000,Maison à vendre,6 pièces · 4 chambres · 211 m² · 895 m² de terrain,Poleymieux-au-Mont-d'Or (69250)
331664,Appartement à vendre - neuf,"5 pièces · 3 chambres · 103,6 m² · 7ème étage",Le Centre  Vaulx-en-Velin (69120)
158104,Appartement à vendre - neuf,1 pièce · 28 m² · RDC · dès le 30/09/2028,Croix Luizet  Villeurbanne (69100)
595000,Appartement à vendre - neuf,4 pièces · 86 m² · RDC · dès le 01/10/2026,Saint Louis  Lyon 7ème arrondissement (69007)
459000,Appartement à vendre - neuf,"4 pièces · 75,5 m² · Étage 4/4 · dès le 31/03/2028",Centre Ville  Tassin-la-Demi-Lune (69160)
301000,Duplex à vendre - neuf,"2 pièces · 1 chambre · 50,9 m² · 6ème étage",Gratte Ciel  Villeurbanne (69100)
794000,Appartement à vendre - neuf,4 pièces · 104 m² · 3ème étage,Monplaisir Lumière  Lyon 8ème arrondissement (69008)
299000,Appartement à vendre,2 pièces · 1 chambre · 71 m² · Étage 3/2,Ainay  Lyon 2ème arrondissement (69002)
315000,Appartement à vendre,"3 pièces · 1 chambre · 57,6 m² · 1er étage",Ainay  Lyon 2ème arrondissement (69002)
219000,Appartement à vendre,4 pièces · 3 chambres · 87 m² · Étage 1/5,Centre Ville  Saint-Fons (69190)
499900,Appartement à vendre,4 pièces · 3 chambres · 109 m² · Étage 6/6,Girondins  Lyon 7ème arrondissement (69007)
1390000,Maison à vendre,"5 pièces · 4 chambres · 220,3 m² · 2 000 m² de terrain",Zone Pavillonnaire  Chaponost (69630)
749000,Maison à vendre,"7 pièces · 5 chambres · 222,7 m²",Saint-Jean-de-Gonville (01630)
419000,Maison de plain-pied à vendre - neuf,"4 pièces · 84,8 m² · dès le 30/09/2026",Toussieu (69780)
145000,Appartement à vendre - neuf,1 pièce · 21 m² · 1er étage · dès le 30/09/2028,Gratte Ciel  Villeurbanne (69100)
281516,Appartement à vendre - neuf,3 pièces · 63 m² · 1er étage · dès le 30/09/2028,Croix Luizet  Villeurbanne (69100)
203599,Appartement à vendre - neuf,"2 pièces · 44,7 m² · RDC · dès le 31/12/2026",Leclerc  Rillieux-la-Pape (69140)
339900,Appartement à vendre,3 pièces · 2 chambres · 78 m² · Étage 1/4,Guillotière  Lyon 7ème arrondissement (69007)
199000,Appartement à vendre - neuf,2 pièces · 33 m² · RDC · dès le 30/09/2028,Gratte Ciel  Villeurbanne (69100)
664000,Duplex à vendre - neuf,"5 pièces · 3 chambres · 100,8 m² · 10ème étage",Gratte Ciel  Villeurbanne (69100)
314850,Appartement à vendre - neuf,"4 pièces · 3 chambres · 73,2 m² · 1er étage",Cornavent  Décines-Charpieu (69150)
