type_clean;pieces;chambres;prix;neuf_flag;surface;terrain;etage_clean;ville;code_postal
appartement;2;1;203431;1;21.0;0.0;1;Vénissieux;69200
appartement;2;1;235000;0;38.9;0.0;6;Lyon;69007
appartement;2;1;454000;1;92.0;0.0;1;Toussieu;69780
appartement;2;1;118000;0;36.5;0.0;1;Saint-Priest;69800
appartement;2;1;133473;0;76.1;0.0;RDC;Tarare;69170
appartement;2;1;202000;1;26.0;0.0;1;Caluire-et-Cuire;69300
appartement;2;1;200000;0;39.0;0.0;RDC;Saint-Cyr-au-Mont-d'Or;69450
appartement;2;1;149000;0;43.0;0.0;1;Meyzieu;69330
appartement;2;1;350000;0;84.0;0.0;1;Fontaines-sur-Saône;69270
appartement;2;1;54000;0;9.0;0.0;7;Lyon;69006
appartement;2;1;120000;0;24.0;0.0;1;Saint-Pierre-de-Chandieu;69780
appartement;2;1;450000;0;75.6;0.0;1;Lyon;69006
appartement;2;1;100000;0;37.8;0.0;1;Vindry-sur-Turdine;69490
appartement;2;1;185000;0;51.0;0.0;2;Lyon;69008
appartement;2;1;258000;1;49.0;0.0;1;Brindas;69126
appartement;2;1;215000;0;44.0;0.0;RDC;Lentilly;69210
appartement;2;1;319900;1;45.3;0.0;1;Saint-Cyr-au-Mont-d'Or;69450
appartement;2;1;175000;0;40.3;0.0;1;Bron;69500
appartement;2;1;174000;0;41.0;0.0;1;Irigny;69540
appartement;2;1;238200;1;44.0;0.0;1;Neuville-sur-Saône;69250
appartement;2;1;264000;0;47.0;0.0;7;Vénissieux;69200
appartement;2;1;92000;0;33.1;0.0;1;Décines-Charpieu;69150
appartement;2;1;110000;0;29.0;0.0;2;Villeurbanne;69100
appartement;2;1;324000;1;52.7;0.0;1;Lyon;69007
appartement;2;1;255000;0;43.6;0.0;RDC;Lyon;69006
appartement;2;1;178000;0;41.3;0.0;RDC;Lyon;69008
appartement;2;1;365000;0;75.6;0.0;1;Lyon;69001
appartement;2;1;135000;1;35.0;0.0;1;Rillieux-la-Pape;69140
appartement;2;1;159900;0;45.0;0.0;3;Villeurbanne;69100
appartement;2;1;250000;0;42.6;0.0;7;Lyon;69007
appartement;2;1;242000;0;65.0;0.0;2;Villeurbanne;69100
appartement;2;1;135000;0;36.1;0.0;RDC;Vernay;69300
appartement;2;1;175000;0;28.0;0.0;4;Lyon;69001
appartement;2;1;260000;0;47.2;0.0;7;Lyon;69004
appartement;2;1;225000;0;50.0;0.0;2;Lyon;69003
appartement;2;1;195064;0;49.0;0.0;RDC;Villeurbanne;69100
appartement;2;1;235000;0;43.4;0.0;2;Lyon;69007
appartement;2;1;236000;1;45.5;0.0;RDC;Lentilly;69210
appartement;2;1;230000;0;50.0;0.0;2;Bron;69500
appartement;2;1;185000;0;56.4;0.0;2;Fontaines-sur-Saône;69270
appartement;2;1;199000;0;46.7;0.0;2;Lyon;69004
appartement;2;1;166000;1;42.1;0.0;2;Givors;69700
appartement;2;1;259000;0;46.3;0.0;3;Lyon;69001
appartement;2;1;152500;1;53.2;0.0;RDC;Saint-Fons;69190
appartement;2;1;212000;0;45.0;0.0;RDC;Villeurbanne;69100
appartement;2;1;148000;0;40.9;0.0;3;Vaulx-en-Velin;69120
appartement;2;1;270000;1;48.4;0.0;1;Chasselay;69380
appartement;2;1;279000;0;56.0;0.0;1;Lyon;69007
appartement;2;1;277500;1;48.0;0.0;1;Craponne;69290
appartement;2;1;299000;0;53.0;0.0;RDC;Craponne;69290
appartement;2;1;300000;1;46.0;0.0;1;Tassin-la-Demi-Lune;69160
appartement;2;1;149000;0;57.3;0.0;4;Lyon;69004
appartement;2;1;198000;0;44.7;0.0;3;Lyon;69007
appartement;2;1;235000;1;46.0;0.0;1;Francheville;69340
appartement;2;1;235000;0;60.0;0.0;4;Lyon;69007
appartement;2;1;139000;0;36.0;0.0;RDC;Bron;69500
appartement;2;1;279000;0;51.0;0.0;1;Vernay;69300
appartement;2;1;149900;0;40.0;0.0;RDC;Lyon;69007
appartement;2;1;205000;0;48.0;0.0;3;Tassin-la-Demi-Lune;69160
appartement;2;1;210000;0;40.0;0.0;3;Lyon;69008
appartement;2;1;268000;1;41.0;0.0;1;Longes;69660
appartement;2;1;370000;0;64.6;0.0;4;Lyon;69002
appartement;2;1;218000;1;41.0;0.0;3;Pusignan;69330
appartement;2;1;164000;0;31.0;0.0;6;Lyon;69008
appartement;2;1;320000;0;52.7;0.0;4;Lyon;69008
appartement;2;1;189000;0;51.3;0.0;RDC;Lyon;69008
appartement;2;1;224026;1;56.2;0.0;1;Villeurbanne;69100
appartement;2;1;197100;1;43.0;0.0;2;Belleville-en-Beaujolais;69220
appartement;2;1;217000;1;49.5;0.0;1;Gleizé;69400
appartement;2;1;244000;0;47.0;0.0;1;Écully;69130
appartement;2;1;179000;0;47.0;0.0;1;Craponne;69290
appartement;2;1;150000;0;41.1;0.0;1;Lyon;69003
appartement;2;1;185000;1;41.0;0.0;2;Saint-Bonnet-de-Mure;69720
appartement;2;1;162000;1;36.0;0.0;RDC;Givors;69700
appartement;2;1;130000;1;35.0;0.0;1;Rillieux-la-Pape;69140
appartement;2;1;250000;0;52.9;0.0;3;Lyon;69005
appartement;2;1;395000;0;65.7;0.0;2;Lyon;69004
appartement;2;1;282500;1;43.0;0.0;1;Craponne;69290
appartement;2;1;239000;0;51.0;0.0;3;Lyon;69009
appartement;2;1;130000;0;43.0;0.0;RDC;Sathonay-Camp;69580
appartement;2;1;174790;0;65.9;0.0;1;Tarare;69170
appartement;2;1;192000;0;45.0;0.0;3;Décines-Charpieu;69150
appartement;2;1;210000;0;40.0;0.0;3;Villeurbanne;69100
appartement;2;1;260000;0;40.9;0.0;5;Lyon;69002
appartement;2;1;245000;0;55.1;0.0;4;Lyon;69009
appartement;2;1;54882;0;60.0;0.0;3;Saint-Priest;69800
appartement;2;1;239000;1;45.0;0.0;1;Rillieux-la-Pape;69140
appartement;2;1;172500;0;47.0;0.0;RDC;Bron;69500
appartement;2;1;186900;1;50.0;0.0;1;Villeurbanne;69100
appartement;2;1;230000;1;44.0;0.0;1;Genas;69740
appartement;2;1;289000;0;49.6;0.0;2;Lyon;69001
appartement;2;1;130000;0;41.4;0.0;1;Feyzin;69320
appartement;2;1;140000;1;43.0;0.0;1;Sainte-Foy-l'Argentière;69610
appartement;2;1;315000;0;49.0;0.0;4;Lyon;69001
appartement;2;1;162000;1;45.0;0.0;2;Vaulx-en-Velin;69120
appartement;2;1;159000;0;45.0;0.0;1;Lyon;69007
appartement;2;1;175000;0;43.8;0.0;5;Villeurbanne;69100
appartement;2;1;315000;0;60.0;0.0;1;Lyon;69001
appartement;2;1;220000;0;36.0;0.0;4;Lyon;69006
appartement;2;1;146700;1;51.0;0.0;1;Vénissieux;69200
appartement;2;1;155000;0;42.8;0.0;3;Saint-Fons;69190
appartement;2;1;145000;0;39.6;0.0;3;Vénissieux;69200
appartement;2;1;299000;1;41.0;0.0;3;Tassin-la-Demi-Lune;69160
appartement;2;1;175000;0;43.0;0.0;3;Lyon;69110
appartement;2;1;240000;0;54.3;0.0;RDC;Brignais;69530
appartement;2;1;262000;1;47.0;0.0;1;Genas;69740
appartement;2;1;185000;0;45.0;0.0;RDC;Décines-Charpieu;69150
appartement;2;1;156522;1;50.0;0.0;RDC;Bron;69500
appartement;2;1;235750;0;52.4;0.0;6;Lyon;69003
appartement;2;1;270000;0;43.0;0.0;4;Lyon;69001
appartement;2;1;190000;0;58.1;0.0;RDC;Villeurbanne;69100
appartement;2;1;150000;0;49.4;0.0;7;Villeurbanne;69100
appartement;2;1;189000;0;41.0;0.0;2;Saint-Pierre-de-Chandieu;69780
appartement;2;1;300000;1;49.5;0.0;RDC;Genas;69740
appartement;2;1;229000;0;64.0;0.0;RDC;Lyon;69002
appartement;2;1;165850;0;47.0;0.0;4;Lyon;69007
appartement;2;1;220920;0;40.0;0.0;RDC;Villeurbanne;69100
appartement;2;1;220000;1;43.0;0.0;1;Meyzieu;69330
appartement;2;1;179000;0;40.6;0.0;1;Écully;69130
appartement;2;1;207000;1;46.7;0.0;RDC;Vaulx-en-Velin;69210
appartement;2;1;159000;0;42.6;0.0;2;Vaulx-en-Velin;69120
appartement;2;1;180600;1;42.0;0.0;1;Saint-Georges-de-Reneins;69830
appartement;2;1;226900;0;54.0;0.0;4;Villeurbanne;69100
appartement;2;1;179000;0;47.3;0.0;2;Lyon;69007
appartement;2;1;249000;0;50.0;0.0;4;Villeurbanne;69100
appartement;2;1;214000;1;40.0;0.0;1;Meyzieu;69330
appartement;2;1;219870;0;52.0;0.0;3;Sathonay-Camp;69580
appartement;2;1;190600;1;37.0;0.0;3;Belleville-en-Beaujolais;69220
appartement;2;1;206500;0;49.0;0.0;1;Lyon;69003
appartement;2;1;244000;1;45.0;0.0;1;Vénissieux;69200
appartement;2;1;225000;0;39.4;0.0;1;Lyon;69006
appartement;2;1;210000;0;46.3;0.0;4;Villeurbanne;69100
appartement;2;1;195000;1;45.0;0.0;1;Bron;69500
appartement;2;1;220000;0;75.6;0.0;1;Ternand;69620
appartement;2;1;166500;1;50.5;0.0;2;Saint-Fons;69190
appartement;2;1;159000;1;28.0;0.0;1;Oullins-Pierre-Bénite;69600
appartement;2;1;298000;0;52.0;0.0;RDC;Lyon;69004
appartement;2;1;199000;0;54.1;0.0;8;Lyon;69008
appartement;2;1;160000;1;47.7;0.0;1;Rillieux-la-Pape;69140
appartement;2;1;279000;0;40.0;0.0;RDC;Lyon;69004
appartement;2;1;144000;0;40.0;0.0;2;Vénissieux;69200
appartement;2;1;149000;1;36.1;0.0;3;Givors;69700
appartement;2;1;205000;0;49.0;0.0;3;Meyzieu;69330
appartement;2;1;159000;1;51.0;0.0;1;Sainte-Foy-l'Argentière;69610
appartement;2;1;220000;1;41.0;0.0;1;Brindas;69126
appartement;2;1;165000;0;44.5;0.0;1;Villeurbanne;69100
appartement;2;1;159900;0;53.0;0.0;RDC;Lyon;69008
appartement;2;1;245000;0;62.0;0.0;2;Lyon;69009
appartement;2;1;230000;0;56.4;0.0;1;Chassieu;69680
appartement;2;1;160000;0;36.4;0.0;4;Vaulx-en-Velin;69120
appartement;2;1;191000;1;42.6;0.0;2;Vaulx-en-Velin;69210
appartement;2;1;239000;0;50.0;0.0;RDC;Lyon;69003
appartement;2;1;140000;0;42.0;0.0;RDC;Saint-Priest;69800
appartement;2;1;293000;1;46.0;0.0;1;Chaponost;69630
appartement;2;1;163000;0;40.0;0.0;RDC;Vénissieux;69200
appartement;2;1;229000;0;55.3;0.0;3;Lyon;69007
appartement;2;1;275000;0;55.3;0.0;3;Lyon;69006
appartement;2;1;274000;1;42.0;0.0;1;Caluire-et-Cuire;69300
appartement;2;1;155000;1;44.0;0.0;1;Villefranche-sur-Saône;69400
appartement;2;1;179000;0;45.0;0.0;RDC;Vénissieux;69200
appartement;2;1;290000;0;44.7;0.0;4;Lyon;69001
appartement;2;1;175000;0;43.0;0.0;RDC;Villefranche-sur-Saône;69400
appartement;2;1;164000;0;45.0;0.0;2;Villeurbanne;69100
appartement;2;1;199000;0;35.1;0.0;4;Lyon;69001
appartement;2;1;229000;1;44.0;0.0;1;Lentilly;69210
appartement;2;1;199000;0;47.0;0.0;1;Brindas;69126
appartement;2;1;313000;0;54.0;0.0;5;Lyon;69002
appartement;2;1;260000;0;50.0;0.0;RDC;Lyon;69003
appartement;2;1;240000;1;40.0;0.0;3;Lyon;69005
appartement;2;1;216000;1;50.0;0.0;1;Rillieux-la-Pape;69140
appartement;2;1;301000;1;50.9;0.0;6;Villeurbanne;69100
appartement;2;1;179000;0;50.9;0.0;RDC;Millery;69390
appartement;2;1;313000;1;43.4;0.0;6;Caluire-et-Cuire;69300
appartement;2;1;274500;0;44.0;0.0;RDC;Lyon;69005
appartement;2;1;290000;1;41.0;0.0;1;Saint-Didier-au-Mont-d'Or;69370
appartement;2;1;229000;0;41.7;0.0;3;Villeurbanne;69100
appartement;2;1;170000;0;36.0;0.0;3;Villeurbanne;69100
appartement;2;1;234000;1;40.0;0.0;1;Fontaines-sur-Saône;69270
appartement;2;1;220000;1;42.0;0.0;1;Lyon;69009
appartement;2;1;148900;0;28.0;0.0;2;Lyon;69001
appartement;2;1;169000;1;41.2;0.0;RDC;Givors;69700
appartement;2;1;170000;0;54.0;0.0;1;Décines-Charpieu;69150
appartement;2;1;260000;0;46.0;0.0;4;Lyon;69007
appartement;2;1;185000;0;51.0;0.0;1;Villeurbanne;69100
appartement;2;1;234000;0;64.0;0.0;RDC;Lyon;69008
appartement;2;1;165000;0;42.6;0.0;RDC;Villeurbanne;69100
appartement;2;1;180000;1;50.0;0.0;2;Vénissieux;69200
appartement;2;1;240000;0;40.7;0.0;RDC;Lyon;69007
appartement;2;1;215000;0;52.0;0.0;2;Vernay;69300
appartement;2;1;235000;0;41.5;0.0;3;Lyon;69001
appartement;2;1;415000;0;75.2;0.0;4;Lyon;69003
appartement;2;1;129000;0;28.0;0.0;3;Lyon;69009
appartement;2;1;260000;0;47.0;0.0;7;Lyon;69004
appartement;2;1;299000;0;45.0;0.0;2;Lyon;69007
appartement;2;1;193000;0;41.0;0.0;3;Irigny;69540
appartement;2;1;345000;1;48.0;0.0;14;Lyon;69002
appartement;2;1;185440;0;34.5;0.0;1;Lyon;69002
appartement;2;1;299000;0;56.0;0.0;5;Lyon;69007
appartement;2;1;149900;0;49.0;0.0;2;Vénissieux;69200
appartement;2;1;189000;0;28.0;0.0;5;Lyon;69001
appartement;2;1;320000;0;53.0;0.0;2;Lyon;69006
appartement;2;1;259000;0;62.2;0.0;3;Lyon;69004
appartement;2;1;179526;1;46.0;0.0;1;Vaulx-en-Velin;69120
appartement;2;1;199000;0;45.0;0.0;RDC;Lyon;69007
appartement;2;1;154000;0;40.0;0.0;RDC;Bron;69500
appartement;2;1;299000;1;54.0;0.0;RDC;Craponne;69290
appartement;2;1;160000;0;30.0;0.0;RDC;Lyon;69008
appartement;2;1;195000;0;42.9;0.0;RDC;Écully;69130
appartement;2;1;243000;0;56.0;0.0;RDC;Lyon;69004
appartement;2;1;255000;1;47.0;0.0;RDC;Charly;69390
appartement;2;1;165000;0;39.0;0.0;2;Lyon;69009
appartement;2;1;170000;0;50.0;0.0;5;Villeurbanne;69100
appartement;2;1;169000;0;43.0;0.0;1;Quincieux;69650
appartement;2;1;225000;0;44.0;0.0;4;Vénissieux;69200
appartement;2;1;169000;0;44.0;0.0;1;Saint-Fons;69190
appartement;2;1;240000;0;36.0;0.0;2;Lyon;69002
appartement;2;1;169000;0;40.6;0.0;1;Villeurbanne;69100
appartement;2;1;331000;1;49.8;0.0;8;Lyon;69008
appartement;2;1;199000;0;41.0;0.0;1;Lyon;69004
appartement;2;1;248000;0;53.0;0.0;RDC;Écully;69130
appartement;2;1;225000;0;55.0;0.0;2;Craponne;69290
appartement;2;1;232000;1;43.0;0.0;1;Fontaines-sur-Saône;69270
appartement;2;1;145000;0;31.0;0.0;RDC;Craponne;69290
appartement;2;1;140000;0;33.0;0.0;2;Lyon;69009
appartement;2;1;139000;0;41.7;0.0;2;Val d'Oingt;69620
appartement;2;1;224026;1;57.9;0.0;1;Villeurbanne;69100
appartement;2;1;248700;1;45.0;0.0;RDC;Brindas;69126
appartement;2;1;268999;1;46.0;0.0;1;Villeurbanne;69100
appartement;2;1;229000;0;52.0;0.0;2;Bron;69500
appartement;2;1;245000;1;48.0;0.0;1;Meyzieu;69330
appartement;2;1;420000;0;56.0;0.0;5;Lyon;69006
appartement;2;1;179000;0;49.0;0.0;1;Lyon;69008
appartement;2;1;225000;1;45.0;0.0;1;Chassieu;69680
appartement;2;1;240000;0;53.1;0.0;2;Tassin-la-Demi-Lune;69160
appartement;2;1;338000;0;52.0;0.0;4;Lyon;69002
appartement;2;1;187000;1;40.0;0.0;RDC;Chessy;69380
appartement;2;1;272000;1;45.0;0.0;4;Lyon;69007
appartement;2;1;144000;0;46.7;0.0;1;Vénissieux;69200
appartement;2;1;230000;1;44.0;0.0;1;Vénissieux;69200
appartement;2;1;279000;0;55.0;0.0;2;Lyon;69005
appartement;2;1;185000;1;43.0;0.0;4;Vénissieux;69200
appartement;2;1;358000;0;63.0;0.0;3;Lyon;69002
appartement;2;1;199000;0;35.0;0.0;RDC;Tassin-la-Demi-Lune;69160
appartement;2;1;270000;0;72.0;0.0;1;Lyon;69110
appartement;2;1;352000;0;45.6;0.0;2;Saint-Didier-au-Mont-d'Or;69370
appartement;2;1;185000;0;47.0;0.0;1;Caluire-et-Cuire;69300
appartement;2;1;301000;1;49.0;0.0;1;Lyon;69007
appartement;2;1;250000;1;55.0;0.0;2;Mions;69780
appartement;2;1;255000;0;52.1;0.0;2;Lyon;69002
appartement;2;1;187000;0;40.0;0.0;2;Vernaison;69390
appartement;2;1;235000;0;54.0;0.0;1;Caluire-et-Cuire;69300
appartement;2;1;299000;0;75.6;0.0;1;Lyon;69001
appartement;2;1;377000;0;60.5;0.0;4;Lyon;69001
appartement;2;1;235000;0;56.5;0.0;3;Lyon;69005
appartement;2;1;210000;0;42.8;0.0;3;Lyon;69003
appartement;2;1;159900;0;40.0;0.0;1;Villeurbanne;69100
appartement;2;1;140000;0;36.8;0.0;4;Villeurbanne;69100
appartement;2;1;292000;1;50.0;0.0;1;Villeurbanne;69100
appartement;2;1;245000;0;44.0;0.0;1;Lyon;69003
appartement;2;1;225000;0;47.6;0.0;2;Lyon;69003
appartement;2;1;169000;0;47.3;0.0;RDC;Belleville-en-Beaujolais;69220
appartement;2;1;191200;1;45.0;0.0;3;Villeurbanne;69100
appartement;2;1;164000;0;50.5;0.0;3;Lyon;69009
appartement;2;1;190000;0;33.1;0.0;4;Lyon;69006
appartement;2;1;370000;0;71.9;0.0;3;Lyon;69005
appartement;2;1;215506;1;44.0;0.0;1;Gleizé;69400
appartement;2;1;215000;0;45.0;0.0;9;Villeurbanne;69100
appartement;2;1;215000;0;47.0;0.0;RDC;Tassin-la-Demi-Lune;69160
appartement;2;1;298000;0;52.0;0.0;RDC;Lyon;69004
appartement;2;1;198000;0;47.5;0.0;1;Caluire-et-Cuire;69300
appartement;2;1;215705;1;43.0;0.0;1;Gleizé;69400
appartement;2;1;145000;1;36.0;0.0;RDC;Givors;69700
appartement;2;1;179000;1;41.8;0.0;2;Vaulx-en-Velin;69210
appartement;2;1;139000;0;46.6;0.0;2;Vaulx-en-Velin;69120
appartement;2;1;220000;0;51.0;0.0;6;Villeurbanne;69100
appartement;2;1;271000;1;42.0;0.0;1;Francheville;69340
appartement;2;1;215000;0;41.0;0.0;RDC;Lyon;69004
appartement;2;1;255000;1;43.2;0.0;1;Genas;69740
appartement;2;1;280000;0;49.0;0.0;2;Lyon;69007
appartement;2;1;299000;0;56.0;0.0;2;Lyon;69003
appartement;2;1;200000;0;40.0;0.0;1;Tassin-la-Demi-Lune;69160
appartement;2;1;138000;0;43.0;0.0;1;Décines-Charpieu;69150
appartement;2;1;199000;0;45.0;0.0;2;Décines-Charpieu;69150
appartement;2;1;155000;0;29.7;0.0;4;Lyon;69003
appartement;2;1;209100;1;39.0;0.0;1;Corbas;69960
appartement;2;1;189000;0;50.0;0.0;RDC;Feyzin;69320
appartement;2;1;242000;0;55.0;0.0;1;Caluire-et-Cuire;69300
appartement;2;1;199000;0;47.7;0.0;RDC;Bron;69500
appartement;2;1;169900;0;30.0;0.0;1;Lyon;69003
appartement;2;1;330000;0;52.0;0.0;3;Lyon;69001
appartement;2;1;270000;1;45.0;0.0;RDC;Sathonay-Village;69580
appartement;2;1;170000;0;44.2;0.0;1;Tassin-la-Demi-Lune;69160
appartement;2;1;225000;0;55.0;0.0;2;Lyon;69001
appartement;2;1;339000;0;46.0;0.0;5;Lyon;69007
appartement;2;1;230000;1;42.0;0.0;1;Lyon;69009
appartement;2;1;234000;1;45.0;0.0;RDC;Fontaines-sur-Saône;69270
appartement;2;1;189000;0;37.5;0.0;2;Lyon;69008
appartement;2;1;170000;0;47.0;0.0;3;Villefranche-sur-Saône;69400
appartement;2;1;150000;0;42.2;0.0;8;Lyon;69003
appartement;2;1;157000;0;45.0;0.0;3;Vénissieux;69200
appartement;2;1;120000;0;41.1;0.0;2;Feyzin;69320
appartement;2;1;143000;0;41.9;0.0;1;Lyon;69110
appartement;2;1;200000;0;41.0;0.0;RDC;Lyon;69007
appartement;2;1;189000;0;48.0;0.0;1;Saint-Genis-Laval;69230
appartement;2;1;137000;0;40.3;0.0;RDC;Vénissieux;69200
appartement;2;1;177000;0;43.5;0.0;RDC;Villeurbanne;69100
appartement;2;1;225000;1;42.0;0.0;1;Saint-Bonnet-de-Mure;69720
appartement;2;1;139000;0;40.0;0.0;RDC;Meyzieu;69330
appartement;2;1;169000;0;47.7;0.0;RDC;Lyon;69009
appartement;2;1;210000;0;42.0;0.0;4;Lyon;69008
appartement;2;1;290000;0;45.2;0.0;2;Saint-Cyr-au-Mont-d'Or;69450
appartement;2;1;212200;1;39.0;0.0;2;Corbas;69960
appartement;2;1;339000;0;72.0;0.0;4;Lyon;69001
appartement;2;1;139900;0;38.7;0.0;1;Vénissieux;69200
appartement;2;1;220000;0;45.9;0.0;4;Caluire-et-Cuire;69300
appartement;2;1;130000;0;39.0;0.0;2;Vénissieux;69200
appartement;2;1;120570;0;49.0;0.0;5;Lyon;69007
appartement;2;1;173865;1;49.0;0.0;3;Bron;69500
appartement;2;1;190000;0;44.6;0.0;2;Lyon;69003
appartement;2;1;205000;0;40.0;0.0;1;Lyon;69007
appartement;2;1;216000;1;42.0;0.0;1;Simandres;69360
appartement;2;1;199900;0;42.0;0.0;3;Champagne-au-Mont-d'Or;69410
appartement;2;1;146000;1;35.1;0.0;1;Villefranche-sur-Saône;69400
appartement;2;1;200900;1;42.0;0.0;3;Villefranche-sur-Saône;69400
appartement;2;1;220000;0;46.6;0.0;1;Lyon;69003
appartement;2;1;195000;0;51.0;0.0;1;Lyon;69007
appartement;2;1;215000;0;41.0;0.0;1;Lyon;69007
appartement;2;1;109000;0;51.0;0.0;2;Saint-Priest;69800
appartement;2;1;99000;0;47.0;0.0;1;Sourcieux-les-Mines;69210
appartement;2;1;190000;0;40.1;0.0;RDC;Villeurbanne;69100
appartement;2;1;270000;1;44.4;0.0;RDC;Charly;69390
appartement;2;1;268000;0;59.0;0.0;4;Caluire-et-Cuire;69300
appartement;2;1;187000;0;41.6;0.0;2;Irigny;69540
appartement;2;1;106500;0;29.0;0.0;RDC;Rillieux-la-Pape;69140
appartement;2;1;365000;1;50.0;0.0;1;Lyon;69007
appartement;2;1;205000;1;43.0;0.0;1;Villeurbanne;69100
appartement;2;1;420000;0;67.4;0.0;2;Lyon;69006
appartement;2;1;242000;1;38.0;0.0;1;Caluire-et-Cuire;69300
appartement;2;1;199000;0;37.0;0.0;RDC;Tassin-la-Demi-Lune;69160
appartement;2;1;119900;0;43.0;0.0;6;Lyon;69008
appartement;2;1;313000;1;42.9;0.0;6;Caluire-et-Cuire;69300
appartement;2;1;175000;1;41.7;0.0;RDC;Bron;69500
appartement;2;1;229000;0;61.0;0.0;2;Francheville;69340
appartement;2;1;90000;0;36.0;0.0;2;Villefranche-sur-Saône;69400
appartement;2;1;250000;0;50.0;0.0;2;Lyon;69001
appartement;2;1;235000;1;41.7;0.0;1;Charly;69390
appartement;2;1;195064;0;40.0;0.0;5;Lyon;69005
appartement;2;1;135000;0;31.0;0.0;1;Bron;69500
appartement;2;1;121000;0;29.0;0.0;1;Villeurbanne;69100
appartement;2;1;320000;0;54.0;0.0;4;Lyon;69006
appartement;2;1;315000;0;59.1;0.0;3;Lyon;69006
appartement;2;1;242000;1;48.0;0.0;1;Meyzieu;69330
appartement;2;1;146000;1;36.1;0.0;2;Givors;69700
appartement;2;1;255000;0;44.0;0.0;5;Lyon;69004
appartement;2;1;364500;1;43.0;0.0;3;Charbonnières-les-Bains;69260
appartement;2;1;249900;1;47.0;0.0;1;Brindas;69126
appartement;2;1;212000;0;49.0;0.0;RDC;Écully;69130
appartement;2;1;198000;0;48.0;0.0;4;Lyon;69005
appartement;2;1;190000;0;52.4;0.0;5;Sathonay-Camp;69580
appartement;2;1;95000;0;28.0;0.0;1;Val d'Oingt;69620
appartement;2;1;269000;0;44.2;0.0;5;Lyon;69001
appartement;2;1;270000;0;55.4;0.0;3;Lyon;69006
appartement;2;1;318000;0;75.6;0.0;17;Lyon;69009
appartement;2;1;182700;1;42.0;0.0;1;Saint-Georges-de-Reneins;69830
appartement;2;1;250000;0;33.0;0.0;1;Lyon;69001
appartement;2;1;94000;0;34.0;0.0;3;Saint-Martin-en-Haut;69850
appartement;2;1;235000;1;42.0;0.0;1;Lyon;69009
appartement;2;1;270000;1;46.0;0.0;2;Lyon;69002
appartement;2;1;169000;1;43.0;0.0;1;Vénissieux;69200
appartement;2;1;269000;0;49.2;0.0;RDC;Lyon;69005
appartement;2;1;210000;1;40.0;0.0;1;Saint-Pierre-de-Chandieu;69780
appartement;2;1;199900;0;42.0;0.0;1;Francheville;69340
appartement;2;1;238000;1;48.0;0.0;1;Meyzieu;69330
appartement;2;1;184000;1;48.5;0.0;RDC;Givors;69700
appartement;2;1;249000;1;42.0;0.0;RDC;Sathonay-Village;69580
appartement;2;1;305000;0;60.0;0.0;1;Lyon;69006
appartement;2;1;208000;0;48.5;0.0;1;Lyon;69003
appartement;2;1;239000;0;48.2;0.0;6;Lyon;69009
appartement;2;1;199000;1;45.0;0.0;2;Neuville-sur-Saône;69250
appartement;2;1;220000;0;51.0;0.0;2;Lyon;69004
appartement;2;1;239900;0;42.0;0.0;RDC;Sathonay-Village;69580
appartement;2;1;265000;0;53.0;0.0;3;Lyon;69005
appartement;2;1;203000;0;47.0;0.0;2;Craponne;69290
appartement;2;1;269000;1;46.0;0.0;1;Lyon;69002
appartement;2;1;249000;1;44.8;0.0;1;Vénissieux;69200
appartement;2;1;240000;0;42.0;0.0;RDC;Lyon;69008
appartement;2;1;220000;0;43.6;0.0;1;Écully;69130
appartement;2;1;199000;0;42.0;0.0;1;Rillieux-la-Pape;69140
appartement;2;1;139000;0;40.0;0.0;1;Décines-Charpieu;69150
appartement;2;1;210000;0;38.0;0.0;1;Lyon;69004
appartement;2;1;164000;1;42.1;0.0;1;Givors;69700
appartement;2;1;266000;1;50.0;0.0;RDC;Lentilly;69210
appartement;2;1;249000;0;56.0;0.0;2;Fontaines-sur-Saône;69270
appartement;2;1;364500;1;43.0;0.0;3;Charbonnières-les-Bains;69260
appartement;2;1;159000;0;32.7;0.0;1;Lyon;69008
appartement;2;1;234000;1;39.0;0.0;3;Fontaines-sur-Saône;69270
appartement;2;1;125000;0;46.0;0.0;2;Vaulx-en-Velin;69120
appartement;2;1;369000;1;50.0;0.0;2;Lyon;69004
appartement;2;1;159500;0;36.0;0.0;RDC;Lyon;69008
appartement;2;1;300000;0;75.6;0.0;RDC;Lyon;69005
appartement;2;1;394000;0;69.0;0.0;3;Lyon;69001
appartement;2;1;175000;0;36.0;0.0;2;La Tour-de-Salvagny;69890
appartement;2;1;410000;1;50.1;0.0;12;Villeurbanne;69100
appartement;2;1;199000;1;58.2;0.0;RDC;Givors;69700
appartement;2;1;145000;0;47.0;0.0;2;Lyon;69008
appartement;2;1;218000;0;49.0;0.0;2;Bron;69500
appartement;2;1;329000;0;55.0;0.0;1;Lyon;69006
appartement;2;1;279900;0;41.0;0.0;RDC;Sathonay-Village;69580
appartement;2;1;243000;0;50.0;0.0;2;Caluire-et-Cuire;69300
appartement;2;1;195000;0;46.7;0.0;7;Bron;69500
appartement;2;1;83000;0;57.0;0.0;RDC;Feyzin;69320
appartement;2;1;329000;0;38.3;0.0;4;Lyon;69006
appartement;2;1;284000;0;47.0;0.0;1;Lyon;69008
appartement;2;1;255000;0;49.1;0.0;2;Tassin-la-Demi-Lune;69160
