type_clean;pieces;chambres;prix;neuf_flag;surface;terrain;etage_clean;ville;code_postal
appartement;3;2;389900;1;70.0;0.0;3;Lyon;69007
appartement;3;2;302000;1;64.0;0.0;1;Meyzieu;69330
appartement;3;1;249000;0;68.0;0.0;3;Villeurbanne;69100
appartement;3;2;390000;0;70.2;0.0;RDC;Écully;69130
appartement;3;2;400000;0;75.7;0.0;5;Lyon;69007
appartement;3;2;289000;0;64.0;0.0;RDC;Villeurbanne;69100
appartement;3;2;224000;1;61.0;0.0;1;Givors;69700
appartement;3;2;233000;0;54.0;0.0;1;Irigny;69540
appartement;3;2;290000;0;71.0;0.0;4;Villeurbanne;69100
appartement;3;1;159000;0;50.0;0.0;1;Saint-Pierre-de-Chandieu;69780
appartement;3;2;210000;0;67.0;0.0;1;Lyon;69003
appartement;3;2;470000;0;72.0;0.0;4;Lyon;69003
appartement;3;2;270000;0;70.8;0.0;2;Villeurbanne;69100
appartement;3;2;300000;0;82.0;0.0;4;Lyon;69004
appartement;3;2;569000;0;81.0;0.0;7;Lyon;69006
appartement;3;2;389000;0;86.5;0.0;1;La Mulatière;69350
appartement;3;2;263500;1;60.0;0.0;RDC;Villeurbanne;69100
appartement;3;2;129900;0;60.0;0.0;1;Saint-Priest;69800
appartement;3;2;210000;0;88.0;0.0;1;Sérézin-du-Rhône;69360
appartement;3;1;242000;0;52.0;0.0;1;Lyon;69009
appartement;3;2;388000;1;66.0;0.0;2;Genas;69740
appartement;3;2;240000;0;78.3;0.0;2;Les Chères;69380
appartement;3;2;316000;0;57.0;0.0;2;Lyon;69007
appartement;3;2;178000;0;55.0;0.0;3;Vaulx-en-Velin;69120
appartement;3;2;255000;0;64.5;0.0;3;Lyon;69008
appartement;3;2;199900;0;58.0;0.0;RDC;Ternay;69360
appartement;3;2;250000;0;61.6;0.0;1;Neuville-sur-Saône;69250
appartement;3;2;475000;0;94.0;0.0;2;Lyon;69005
appartement;3;2;325000;0;72.0;0.0;1;Lyon;69003
appartement;3;2;303000;1;63.0;0.0;1;Genas;69740
appartement;3;2;261520;1;62.6;0.0;1;Villeurbanne;69100
appartement;3;2;285000;1;57.0;0.0;1;Bron;69500
appartement;3;2;182000;0;76.0;0.0;1;Saint-Symphorien-d'Ozon;69360
appartement;3;2;210000;0;69.3;0.0;1;Villefranche-sur-Saône;69400
appartement;3;2;343000;1;61.0;0.0;2;Décines-Charpieu;69150
appartement;3;2;299900;0;63.0;0.0;4;Lyon;69005
appartement;3;2;699000;0;106.0;0.0;3;Lyon;69001
appartement;3;2;165000;0;69.0;0.0;4;Villeurbanne;69100
appartement;3;2;279000;1;58.0;0.0;1;Saint-Priest;69800
appartement;3;2;170000;0;69.0;0.0;1;Loire-sur-Rhône;69700
appartement;3;2;270000;0;74.4;0.0;3;Caluire-et-Cuire;69300
appartement;3;2;265000;0;71.0;0.0;RDC;Orliénas;69530
appartement;3;2;235000;0;69.0;0.0;RDC;Gleizé;69400
appartement;3;2;355000;1;66.0;0.0;RDC;Lyon;69007
appartement;3;2;420000;0;60.4;0.0;1;Saint-Cyr-au-Mont-d'Or;69450
appartement;3;2;475000;0;69.0;0.0;2;Lyon;69002
appartement;3;2;460000;1;69.0;0.0;6;Villeurbanne;69100
appartement;3;2;97000;0;81.2;0.0;RDC;Montrottier;69770
appartement;3;2;279000;0;60.0;0.0;2;Tassin-la-Demi-Lune;69160
appartement;3;2;272000;1;62.2;0.0;4;Bron;69500
appartement;3;2;400000;0;63.0;0.0;6;Lyon;69002
appartement;3;2;129000;0;63.4;0.0;2;Villefranche-sur-Saône;69400
appartement;3;2;246000;1;68.0;0.0;3;Lyon;69005
appartement;3;2;180000;0;53.2;0.0;6;Villeurbanne;69100
appartement;3;2;162000;0;57.1;0.0;2;Saint-Fons;69190
appartement;3;2;269900;0;71.0;0.0;3;Villeurbanne;69100
appartement;3;2;215000;0;63.7;0.0;3;Mions;69780
appartement;3;1;219000;0;63.0;0.0;3;Caluire-et-Cuire;69300
appartement;3;2;380000;0;64.0;0.0;2;Lyon;69007
appartement;3;2;379000;0;90.0;0.0;2;Lyon;69110
appartement;3;1;130000;0;50.0;0.0;3;Saint-Genis-Laval;69230
appartement;3;2;248000;0;72.7;0.0;3;Villeurbanne;69100
appartement;3;1;260000;0;58.0;0.0;RDC;Caluire-et-Cuire;69300
appartement;3;2;240000;1;70.0;0.0;3;Caluire-et-Cuire;69300
appartement;3;2;249000;0;72.5;0.0;4;Villeurbanne;69100
appartement;3;2;550000;0;89.9;0.0;4;Lyon;69001
appartement;3;2;284000;0;61.0;0.0;1;Villeurbanne;69100
appartement;3;2;288000;1;67.0;0.0;1;Brindas;69126
appartement;3;2;309900;0;64.2;0.0;RDC;Lyon;69007
appartement;3;1;329057;0;58.2;0.0;2;Lyon;69006
appartement;3;2;400000;1;67.9;0.0;11;Villeurbanne;69100
appartement;3;2;359000;0;65.4;0.0;1;Lyon;69008
appartement;3;2;349000;0;76.0;0.0;2;Lyon;69007
appartement;3;2;195000;0;71.8;0.0;2;Coise;69590
appartement;3;2;325000;1;69.0;0.0;1;Saint-Pierre-de-Chandieu;69780
appartement;3;2;240000;0;62.0;0.0;3;Villeurbanne;69100
appartement;3;2;390000;0;74.0;0.0;1;Lyon;69007
appartement;3;2;330000;0;82.0;0.0;3;Tassin-la-Demi-Lune;69160
appartement;3;2;333000;1;65.0;0.0;RDC;Genas;69740
appartement;3;2;232000;1;58.0;0.0;RDC;Vaulx-en-Velin;69210
appartement;3;1;280000;0;68.8;0.0;1;Lyon;69002
appartement;3;2;217000;0;67.0;0.0;RDC;Villeurbanne;69100
appartement;3;2;278000;0;64.6;0.0;1;Francheville;69340
appartement;3;2;303000;0;84.5;0.0;RDC;Oullins-Pierre-Bénite;69600
appartement;3;2;285000;0;64.0;0.0;9;Lyon;69009
appartement;3;2;690000;0;99.0;0.0;1;Lyon;69110
appartement;3;2;429000;1;63.0;0.0;1;Caluire-et-Cuire;69300
appartement;3;2;115000;0;58.0;0.0;1;Feyzin;69320
appartement;3;2;418000;1;85.0;0.0;RDC;Genas;69740
appartement;3;2;400000;1;61.0;0.0;2;Tassin-la-Demi-Lune;69160
appartement;3;2;295620;1;70.0;0.0;2;Vénissieux;69200
appartement;3;2;249900;0;63.3;0.0;2;Saint-Priest;69800
appartement;3;2;280000;1;58.0;0.0;1;Bron;69500
appartement;3;2;129000;0;54.2;0.0;RDC;Bron;69500
appartement;3;2;329000;0;100.0;0.0;RDC;Lyon;69003
appartement;3;2;175000;0;73.2;0.0;1;Lyon;69008
appartement;3;2;430000;0;106.0;0.0;RDC;Lentilly;69210
appartement;3;2;330000;0;61.5;0.0;5;Lyon;69009
appartement;3;2;200000;0;51.0;0.0;6;Lyon;69001
appartement;3;2;210000;1;72.0;0.0;4;Villeurbanne;69100
appartement;3;2;288301;1;66.4;0.0;1;Lyon;69008
appartement;3;2;329000;1;67.0;0.0;1;Vaulx-en-Velin;69120
appartement;3;2;249000;0;56.0;0.0;10;Villeurbanne;69100
appartement;3;2;470000;0;92.0;0.0;5;Caluire-et-Cuire;69300
appartement;3;2;195200;1;64.6;0.0;1;L'Arbresle;69210
appartement;3;2;259000;0;61.0;0.0;2;Irigny;69540
appartement;3;1;199000;0;50.0;0.0;RDC;Dommartin;69380
appartement;3;2;279000;0;59.0;0.0;1;Saint-Priest;69800
appartement;3;2;255000;0;57.0;0.0;3;Lyon;69001
appartement;3;2;249000;0;73.0;0.0;1;Fontaines-sur-Saône;69270
appartement;3;2;416000;1;63.7;0.0;8;Lyon;69002
appartement;3;2;265000;0;82.0;0.0;4;Lyon;69004
appartement;3;2;130000;0;60.0;0.0;4;Neuville-sur-Saône;69250
appartement;3;2;244000;0;61.0;0.0;3;Lyon;69003
appartement;3;2;560000;0;86.0;0.0;1;Charbonnières-les-Bains;69260
appartement;3;2;199000;0;63.0;0.0;4;Lyon;69009
appartement;3;2;365000;0;67.0;0.0;2;Lyon;69009
appartement;3;2;373000;0;62.0;0.0;4;Lyon;69003
appartement;3;2;229000;0;59.0;0.0;3;Lyon;69008
appartement;3;2;340000;1;60.0;0.0;1;Lyon;69007
appartement;3;2;254000;1;62.0;0.0;3;Rillieux-la-Pape;69140
appartement;3;2;345000;0;58.0;0.0;RDC;Sathonay-Village;69580
appartement;3;2;365000;1;87.0;0.0;1;Villeurbanne;69100
appartement;3;2;239000;0;70.3;0.0;7;Villeurbanne;69100
appartement;3;2;209000;0;66.0;0.0;2;Lyon;69008
appartement;3;2;310000;0;65.0;0.0;2;Lyon;69110
appartement;3;2;199990;0;75.0;0.0;RDC;Lyon;69008
appartement;3;2;349000;0;72.0;0.0;2;Lyon;69005
appartement;3;2;285000;0;64.2;0.0;3;Lyon;69003
appartement;3;2;400000;0;90.0;0.0;2;Lyon;69003
appartement;3;2;200000;0;56.0;0.0;3;Fontaines-sur-Saône;69270
appartement;3;2;185000;0;65.0;0.0;RDC;Irigny;69540
appartement;3;2;449000;0;86.7;0.0;1;Lyon;69007
appartement;3;2;310400;1;66.0;0.0;1;Brindas;69126
appartement;3;1;429000;0;86.0;0.0;2;Tassin-la-Demi-Lune;69160
appartement;3;2;435000;0;67.0;0.0;5;Lyon;69003
appartement;3;2;481000;1;70.0;0.0;1;Villeurbanne;69100
appartement;3;2;347000;1;64.0;0.0;3;Lyon;69110
appartement;3;2;259000;0;60.1;0.0;1;La Mulatière;69350
appartement;3;2;159000;0;59.0;0.0;1;Fontaines-sur-Saône;69270
appartement;3;2;149000;0;67.0;0.0;1;Condrieu;69420
appartement;3;2;385000;0;65.0;0.0;4;Lyon;69001
appartement;3;2;215000;0;55.0;0.0;RDC;Francheville;69340
appartement;3;2;325000;0;73.0;0.0;4;Lyon;69004
appartement;3;2;179000;0;70.1;0.0;4;Lyon;69009
appartement;3;2;249000;0;75.0;0.0;2;Villeurbanne;69100
appartement;3;2;430000;0;85.0;0.0;3;Lyon;69006
appartement;3;2;454000;1;67.5;0.0;5;Lyon;69008
appartement;3;2;261000;0;63.4;0.0;2;Vénissieux;69200
appartement;3;2;215000;0;64.1;0.0;3;Saint-Priest;69800
appartement;3;2;334000;0;60.0;0.0;2;Villeurbanne;69100
appartement;3;2;230000;0;68.4;0.0;2;Lyon;69008
appartement;3;2;300000;0;70.2;0.0;3;Lyon;69007
appartement;3;2;279000;0;60.0;0.0;4;Villeurbanne;69100
appartement;3;2;490000;0;76.0;0.0;3;Lyon;69002
appartement;3;2;210000;0;65.0;0.0;2;Vénissieux;69200
appartement;3;2;266100;1;64.0;0.0;1;Vaulx-en-Velin;69120
appartement;3;2;215000;0;61.0;0.0;5;Saint-Priest;69800
appartement;3;2;255000;1;61.0;0.0;1;Vaulx-en-Velin;69120
appartement;3;2;445000;1;64.0;0.0;12;Lyon;69002
appartement;3;2;189000;0;67.0;0.0;1;Décines-Charpieu;69150
appartement;3;2;365000;1;64.0;0.0;1;Lyon;69007
appartement;3;1;170000;0;64.8;0.0;1;Lyon;69008
appartement;3;2;250000;0;70.2;0.0;1;Francheville;69340
appartement;3;2;299250;0;90.2;0.0;2;Lyon;69005
appartement;3;2;263900;1;70.0;0.0;3;Vaulx-en-Velin;69120
appartement;3;2;207800;1;67.1;0.0;2;L'Arbresle;69210
appartement;3;2;330000;0;60.0;0.0;4;Lyon;69007
appartement;3;2;274000;1;68.0;0.0;4;Bron;69500
appartement;3;2;160000;0;60.0;0.0;1;Vaulx-en-Velin;69120
appartement;3;2;420000;0;64.0;0.0;1;Lyon;69004
appartement;3;2;360000;0;87.0;0.0;4;Lyon;69003
appartement;3;2;252000;1;54.0;0.0;1;Saint-Bonnet-de-Mure;69720
appartement;3;2;231000;0;70.0;0.0;RDC;Oullins-Pierre-Bénite;69310
appartement;3;2;285000;0;69.8;0.0;2;Lyon;69007
appartement;3;2;182000;1;50.0;0.0;RDC;Givors;69700
appartement;3;2;320000;0;85.8;0.0;2;Lyon;69007
appartement;3;2;279000;0;60.0;0.0;RDC;Écully;69130
appartement;3;2;483000;1;70.0;0.0;1;Lyon;69007
appartement;3;2;415000;0;78.0;0.0;5;Lyon;69007
appartement;3;2;495000;0;93.0;0.0;3;Lyon;69002
appartement;3;2;310000;1;67.0;0.0;1;Lentilly;69210
appartement;3;2;1390000;0;94.0;0.0;6;Lyon;69004
appartement;3;2;410000;1;68.0;0.0;3;Craponne;69290
appartement;3;2;272896;0;59.0;0.0;1;Lyon;69001
appartement;3;2;220000;0;65.4;0.0;3;Lyon;69005
appartement;3;2;190000;1;59.0;0.0;RDC;Rillieux-la-Pape;69140
appartement;3;2;295000;0;75.0;0.0;12;Lyon;69005
appartement;3;2;395000;1;70.9;0.0;RDC;Chasselay;69380
appartement;3;2;372500;1;66.0;0.0;2;Craponne;69290
appartement;3;2;235000;0;83.4;0.0;RDC;Neuville-sur-Saône;69250
appartement;3;2;221500;1;57.0;0.0;1;Meyzieu;69330
appartement;3;2;317000;0;66.0;0.0;4;Lyon;69003
appartement;3;2;280000;0;89.0;0.0;1;Vourles;69390
appartement;3;2;290000;0;62.0;0.0;1;Lyon;69009
appartement;3;2;165000;0;60.1;0.0;2;Vaulx-en-Velin;69120
appartement;3;2;366000;1;55.0;0.0;RDC;Caluire-et-Cuire;69300
appartement;3;2;307000;1;60.0;0.0;1;Francheville;69340
appartement;3;2;315000;0;71.0;0.0;1;Lyon;69009
appartement;3;2;179000;0;59.5;0.0;1;Lyon;69008
appartement;3;2;340000;0;70.0;0.0;RDC;Lentilly;69210
appartement;3;2;535000;0;87.0;0.0;8;Lyon;69003
appartement;3;2;350000;0;74.3;0.0;RDC;Francheville;69340
appartement;3;2;399000;0;62.0;0.0;5;Villeurbanne;69100
appartement;3;2;235000;0;60.0;0.0;10;Villeurbanne;69100
appartement;3;2;174000;0;95.0;0.0;3;Saint-Laurent-de-Chamousset;69930
appartement;3;2;181500;1;66.1;0.0;1;Lyon;69005
appartement;3;2;165000;0;60.0;0.0;5;Vénissieux;69200
appartement;3;2;287500;1;65.3;0.0;7;Vénissieux;69200
appartement;3;2;308000;1;60.0;0.0;3;Lyon;69005
appartement;3;2;276000;0;70.0;0.0;3;Villeurbanne;69100
appartement;3;2;275000;0;83.0;0.0;1;Villeurbanne;69100
appartement;3;2;370000;0;64.0;0.0;7;Lyon;69008
appartement;3;2;284000;1;68.0;0.0;6;Villeurbanne;69100
appartement;3;2;268800;1;62.0;0.0;2;Champagne-au-Mont-d'Or;69410
appartement;3;2;349000;0;77.7;0.0;2;Genas;69740
appartement;3;2;205000;0;66.2;0.0;4;Vénissieux;69200
appartement;3;2;298000;0;83.0;0.0;5;Lyon;69007
appartement;3;2;218000;0;66.9;0.0;2;Vaulx-en-Velin;69120
appartement;3;2;182400;1;60.0;0.0;1;Givors;69700
appartement;3;2;294000;0;66.4;0.0;1;Sérézin-du-Rhône;69360
appartement;3;2;195000;0;53.2;0.0;1;Décines-Charpieu;69150
appartement;3;2;200000;0;69.0;0.0;2;Décines-Charpieu;69150
appartement;3;2;254520;1;60.9;0.0;1;Villeurbanne;69100
appartement;3;2;370000;0;62.0;0.0;1;Lyon;69003
appartement;3;2;310000;1;64.0;0.0;1;Chassieu;69680
appartement;3;2;390000;1;64.9;0.0;10;Villeurbanne;69100
appartement;3;2;300000;0;73.1;0.0;1;Lyon;69110
appartement;3;2;199900;0;67.1;0.0;4;Lyon;69003
appartement;3;2;219000;0;62.0;0.0;RDC;Meyzieu;69330
appartement;3;2;299000;1;60.0;0.0;1;Lyon;69008
appartement;3;2;129900;0;68.0;0.0;3;Rillieux-la-Pape;69140
appartement;3;2;380000;1;71.3;0.0;1;Charly;69390
appartement;3;2;280000;0;61.0;0.0;RDC;Lyon;69003
appartement;3;2;115000;0;59.5;0.0;3;Givors;69700
appartement;3;2;269000;0;71.0;0.0;2;Villeurbanne;69100
appartement;3;2;350000;1;61.0;0.0;3;Lyon;69007
appartement;3;2;307500;1;64.0;0.0;7;Villeurbanne;69100
appartement;3;2;251000;0;57.9;0.0;1;Villeurbanne;69100
appartement;3;2;400000;0;72.3;0.0;2;Lyon;69009
appartement;3;2;198000;0;70.0;0.0;1;Villeurbanne;69100
appartement;3;2;540000;0;79.6;0.0;3;Lyon;69008
appartement;3;2;355000;0;58.0;0.0;1;Sathonay-Village;69580
appartement;3;2;216000;0;78.4;0.0;2;Couzon-au-Mont-d'Or;69270
appartement;3;2;319000;0;67.0;0.0;4;Oullins-Pierre-Bénite;69600
appartement;3;1;410000;0;74.0;0.0;6;Lyon;69006
appartement;3;2;379000;1;67.6;0.0;RDC;Chasselay;69380
appartement;3;2;294000;1;57.0;0.0;1;Meyzieu;69330
appartement;3;2;210000;1;63.4;0.0;1;Givors;69700
appartement;3;2;215000;0;61.4;0.0;4;Lyon;69008
appartement;3;2;475000;0;103.0;0.0;1;Lyon;69004
appartement;3;2;190000;0;59.3;0.0;2;Vénissieux;69200
appartement;3;2;318000;1;63.0;0.0;1;Genas;69740
appartement;3;2;245000;0;60.0;0.0;1;Lyon;69007
appartement;3;2;164400;1;57.0;0.0;1;Vénissieux;69200
appartement;3;2;259000;1;60.0;0.0;2;Saint-Priest;69800
appartement;3;2;253900;1;63.5;0.0;RDC;Vénissieux;69200
appartement;3;2;170000;0;60.0;0.0;RDC;Bron;69500
appartement;3;2;479000;0;71.0;0.0;5;Lyon;69008
appartement;3;2;270000;1;64.0;0.0;2;Corbas;69960
appartement;3;2;249000;0;76.0;0.0;1;L'Arbresle;69210
appartement;3;2;273000;0;64.0;0.0;4;Villeurbanne;69100
appartement;3;2;395000;0;84.8;0.0;RDC;Lyon;69006
appartement;3;2;370000;1;70.0;0.0;2;Lyon;69007
appartement;3;2;340000;0;68.0;0.0;3;Villeurbanne;69100
appartement;3;2;269000;1;65.0;0.0;1;Vaulx-en-Velin;69120
appartement;3;2;420000;0;61.0;0.0;RDC;Lyon;69005
appartement;3;2;225000;0;52.7;0.0;1;Oullins-Pierre-Bénite;69310
appartement;3;2;279000;1;58.0;0.0;1;Saint-Priest;69800
appartement;3;2;469000;1;70.0;0.0;RDC;Saint-Didier-au-Mont-d'Or;69370
appartement;3;2;299900;1;60.0;0.0;2;Neuville-sur-Saône;69250
appartement;3;2;246500;0;52.3;0.0;1;Lyon;69008
appartement;3;2;500000;1;68.0;0.0;1;Lyon;69004
appartement;3;2;275000;0;83.0;0.0;1;Chassieu;69680
appartement;3;2;430000;1;70.0;0.0;RDC;Lyon;69003
appartement;3;2;385000;0;61.0;0.0;1;Lyon;69007
appartement;3;2;195000;0;50.0;0.0;RDC;Francheville;69340
appartement;3;2;550000;1;85.0;0.0;RDC;Charbonnières-les-Bains;69260
appartement;3;2;200000;0;50.0;0.0;RDC;Colombier-Saugnieu;69124
appartement;3;2;466784;1;61.0;0.0;1;Lyon;69110
appartement;3;2;259000;0;59.0;0.0;1;Feyzin;69320
appartement;3;2;229000;0;79.0;0.0;RDC;Lyon;69005
appartement;3;2;300000;0;66.0;0.0;1;Chassieu;69680
appartement;3;2;230000;0;79.8;0.0;1;Saint-Genis-Laval;69230
appartement;3;2;365000;1;60.0;0.0;1;Lyon;69007
appartement;3;2;360000;0;62.0;0.0;2;Saint-Cyr-au-Mont-d'Or;69450
appartement;3;2;348000;0;69.0;0.0;RDC;Tassin-la-Demi-Lune;69160
appartement;3;2;230000;0;56.0;0.0;1;Caluire-et-Cuire;69300
appartement;3;2;190000;0;66.0;0.0;2;Vaulx-en-Velin;69120
appartement;3;2;359000;0;66.0;0.0;1;Lyon;69002
appartement;3;2;355000;0;87.4;0.0;1;Lyon;69004
appartement;3;2;299000;0;78.0;0.0;6;Lyon;69004
appartement;3;2;169990;0;65.0;0.0;1;Saint-Fons;69190
appartement;3;2;340000;0;63.5;0.0;1;Lyon;69007
appartement;3;2;445000;0;83.0;0.0;3;Lyon;69002
appartement;3;2;440000;0;66.0;0.0;3;Lyon;69002
appartement;3;2;260000;0;68.1;0.0;6;Villeurbanne;69100
appartement;3;2;691000;1;76.5;0.0;14;Villeurbanne;69100
appartement;3;2;630000;0;109.0;0.0;1;Lyon;69002
appartement;3;2;333000;1;67.0;0.0;2;Toussieu;69780
appartement;3;2;315000;0;74.3;0.0;1;Lyon;69005
appartement;3;2;210000;0;56.0;0.0;5;Villeurbanne;69100
appartement;3;2;290000;0;57.0;0.0;6;Villeurbanne;69100
appartement;3;2;452000;1;67.8;0.0;4;Lyon;69008
appartement;3;2;265000;0;67.0;0.0;3;Tassin-la-Demi-Lune;69160
appartement;3;2;268000;0;70.0;0.0;5;Saint-Genis-Laval;69230
appartement;3;2;102000;0;56.3;0.0;RDC;Villefranche-sur-Saône;69400
appartement;3;2;289000;0;71.4;0.0;3;Vernay;69300
appartement;3;2;160000;0;51.0;0.0;2;Francheville;69340
appartement;3;2;396000;1;68.3;0.0;10;Villeurbanne;69100
appartement;3;2;326900;0;82.0;0.0;1;Lyon;69007
appartement;3;2;370000;1;60.0;0.0;4;Lyon;69002
appartement;3;2;279000;0;60.0;0.0;RDC;Dommartin;69380
appartement;3;2;268000;0;69.3;0.0;1;Villeurbanne;69100
appartement;3;2;180000;0;66.0;0.0;5;Vénissieux;69200
appartement;3;2;315000;1;70.0;0.0;1;Fontaines-sur-Saône;69270
appartement;3;2;249800;0;69.0;0.0;3;Lyon;69008
appartement;3;2;375000;0;67.0;0.0;3;Lyon;69003
appartement;3;2;290000;0;72.0;0.0;1;Lyon;69003
appartement;3;2;179000;0;74.0;0.0;RDC;Saint-Priest;69800
appartement;3;2;305000;0;61.0;0.0;2;Caluire-et-Cuire;69300
appartement;3;2;173450;1;69.0;0.0;4;Villeurbanne;69100
appartement;3;2;409000;0;60.1;0.0;1;Lyon;69004
appartement;3;2;159340;0;61.0;0.0;3;Villeurbanne;69100
appartement;3;2;225000;0;59.0;0.0;1;Caluire-et-Cuire;69300
appartement;3;2;235000;0;58.0;0.0;RDC;Vénissieux;69200
appartement;3;2;310000;0;72.4;0.0;9;Lyon;69003
appartement;3;2;245000;0;61.2;0.0;1;Meyzieu;69330
appartement;3;2;236600;0;65.8;0.0;1;Mions;69780
appartement;3;2;260000;0;67.0;0.0;2;Meyzieu;69330
appartement;3;2;205500;1;58.9;0.0;1;Bron;69500
appartement;3;2;227000;1;58.4;0.0;RDC;Feyzin;69320
appartement;3;2;391000;1;68.0;0.0;1;Rillieux-la-Pape;69140
appartement;3;2;263300;1;60.0;0.0;2;Sain-Bel;69210
appartement;3;2;309000;1;64.0;0.0;1;Villeurbanne;69100
appartement;3;2;380000;0;56.1;0.0;3;Lyon;69006
appartement;3;2;330000;0;72.0;0.0;2;Champagne-au-Mont-d'Or;69410
appartement;3;2;275000;0;110.0;0.0;RDC;Villeurbanne;69100
appartement;3;2;310000;0;64.0;0.0;2;Lyon;69003
appartement;3;2;274000;1;60.0;0.0;1;Villefranche-sur-Saône;69400
appartement;3;2;290000;0;73.3;0.0;4;Lyon;69008
appartement;3;2;415000;1;67.9;0.0;RDC;Charly;69390
appartement;3;2;229500;0;63.3;0.0;4;Caluire-et-Cuire;69300
appartement;3;2;268000;0;67.0;0.0;1;Lyon;69009
appartement;3;2;354500;1;63.0;0.0;3;Dardilly;69570
appartement;3;2;344800;1;74.0;0.0;4;Décines-Charpieu;69150
appartement;3;2;349000;0;72.0;0.0;9;Lyon;69008
appartement;3;2;284500;0;56.4;0.0;4;Lyon;69008
appartement;3;2;399900;0;74.1;0.0;1;Lyon;69004
appartement;3;2;439000;1;62.0;0.0;2;Lyon;69007
appartement;3;2;257000;0;75.0;0.0;1;Villeurbanne;69100
appartement;3;2;150000;0;72.0;0.0;12;Bron;69500
appartement;3;2;395000;0;62.0;0.0;6;Lyon;69002
appartement;3;2;580000;0;110.0;0.0;3;Lyon;69003
appartement;3;2;263300;1;67.0;0.0;1;Corbas;69960
appartement;3;2;186000;0;58.5;0.0;4;Villeurbanne;69100
appartement;3;2;398700;1;66.0;0.0;5;Villeurbanne;69100
appartement;3;2;370000;0;71.0;0.0;RDC;Lyon;69003
appartement;3;2;225000;0;64.0;0.0;4;Rillieux-la-Pape;69140
appartement;3;2;320000;0;64.0;0.0;1;Caluire-et-Cuire;69300
appartement;3;2;325400;1;66.0;0.0;1;Brindas;69126
appartement;3;2;315000;0;78.0;0.0;RDC;Lyon;69003
appartement;3;2;415000;0;85.0;0.0;2;Lyon;69006
appartement;3;2;175000;0;59.0;0.0;RDC;Saint-Fons;69190
appartement;3;2;184900;0;65.0;0.0;1;Vénissieux;69200
appartement;3;2;179900;1;62.0;0.0;1;Bron;69500
appartement;3;2;617000;0;99.0;0.0;7;Lyon;69005
appartement;3;2;360000;0;92.0;0.0;3;Vernay;69300
appartement;3;2;205000;0;68.1;0.0;2;Caluire-et-Cuire;69300
appartement;3;2;210000;0;90.0;0.0;1;L'Arbresle;69210
appartement;3;2;275000;0;65.0;0.0;RDC;Simandres;69360
appartement;3;2;163000;0;62.0;0.0;2;Lyon;69009
appartement;3;2;179000;0;69.0;0.0;2;Villefranche-sur-Saône;69400
appartement;3;2;296000;1;60.0;0.0;1;Francheville;69340
appartement;3;2;209000;1;65.8;0.0;1;Rillieux-la-Pape;69140
appartement;3;2;285000;0;64.0;0.0;2;Champagne-au-Mont-d'Or;69410
appartement;3;2;255000;0;65.0;0.0;2;Lyon;69008
appartement;3;2;655000;0;103.8;0.0;RDC;Saint-Didier-au-Mont-d'Or;69370
appartement;3;2;265000;0;71.0;0.0;6;Oullins-Pierre-Bénite;69600
appartement;3;2;270000;0;67.6;0.0;4;Villeurbanne;69100
appartement;3;2;449000;0;81.0;0.0;2;Craponne;69290
appartement;3;2;519000;1;77.0;0.0;16;Lyon;69002
appartement;3;2;189500;0;60.0;0.0;1;Vénissieux;69200
appartement;3;2;150000;0;60.0;0.0;3;Givors;69700
appartement;3;2;239900;0;66.0;0.0;5;Lyon;69007
appartement;3;2;239000;0;62.0;0.0;RDC;Saint-Laurent-de-Mure;69720
appartement;3;2;410000;0;100.0;0.0;1;Villeurbanne;69100
appartement;3;2;499000;0;110.0;0.0;2;Longes;69660
appartement;3;2;209000;1;68.0;0.0;3;Rillieux-la-Pape;69140
appartement;3;2;260000;0;72.0;0.0;4;Villeurbanne;69100
appartement;3;2;226870;1;65.0;0.0;1;Rillieux-la-Pape;69140
appartement;3;2;370000;0;97.0;0.0;1;Saint-Didier-au-Mont-d'Or;69370
appartement;3;2;188500;0;72.0;0.0;3;Lyon;69008
appartement;3;2;210000;0;65.3;0.0;RDC;Saint-Priest;69800
appartement;3;2;310000;0;70.0;0.0;6;Villeurbanne;69100
appartement;3;2;360000;1;66.0;0.0;1;Charly;69390
appartement;3;2;297000;1;61.0;0.0;1;Saint-Bonnet-de-Mure;69720
appartement;3;2;385000;0;63.0;0.0;3;Lyon;69006
appartement;3;2;185000;0;56.0;0.0;4;Givors;69700
appartement;3;2;130000;0;50.0;0.0;RDC;Oullins-Pierre-Bénite;69310
appartement;3;2;365000;1;65.0;0.0;5;Lyon;69007
appartement;3;2;344000;0;76.0;0.0;1;Bron;69500
appartement;3;2;254000;0;70.0;0.0;4;Lyon;69007
appartement;3;2;239000;0;87.0;0.0;1;Fontaines-Saint-Martin;69270
appartement;3;2;411000;1;63.0;0.0;5;Lyon;69002
appartement;3;2;215000;0;64.0;0.0;2;Saint-Priest;69800
appartement;3;2;430000;1;72.3;0.0;2;Lyon;69009
appartement;3;2;265000;0;67.0;0.0;3;Lyon;69005
appartement;3;2;239000;0;72.0;0.0;4;Sathonay-Camp;69580
appartement;3;2;229000;0;61.0;0.0;1;Saint-Priest;69800
appartement;3;2;163000;0;58.0;0.0;2;Feyzin;69320
appartement;3;2;252000;1;67.7;0.0;1;Chaponost;69630
appartement;3;2;449000;0;79.0;0.0;2;Lyon;69002
