type_bien,pieces,prix,surface,etage,ville,code_postal
appartement,3.0,231000.0,69.8,1,oullins pierre benite,69310
appartement,4.0,62000.0,65.3,RDC,villeurbanne,69100
appartement,5.0,664000.0,100.8,10,villeurbanne,69100
maison,6.0,314000.0,163.0,MAISON,saint verand,69620
appartement,3.0,249000.0,56.4,1,villefranche sur saone,69400
maison,8.0,549000.0,206.0,MAISON,lucenay,69480
appartement,2.0,215000.0,53.0,RDC,oullins pierre benite,69600
appartement,3.0,207800.0,67.1,2,l'arbresle,69210
appartement,3.0,254000.0,66.0,RDC,soucieu en jarrest,69510
appartement,3.0,340000.0,62.5,1,rochetaillee sur saone,69270
appartement,3.0,295000.0,81.7,3,lyon,69110
appartement,3.0,332000.0,68.4,2,lyon,69003
appartement,4.0,433000.0,96.8,RDC,chessy,69380
appartement,5.0,650000.0,152.0,RDC,longes,69660
appartement,5.0,185000.0,90.0,10,corbas,69960
maison,5.0,399000.0,130.0,MAISON,rivolet,69640
maison,6.0,420000.0,158.1,MAISON,ternay,69360
maison,6.0,649000.0,165.0,MAISON,saint romain au mont d'or,69270
appartement,2.0,120000.0,32.0,RDC,dardilly,69570
appartement,3.0,170000.0,69.0,1,loire sur rhone,69700
appartement,3.0,268000.0,70.0,5,saint genis laval,69230
appartement,3.0,750000.0,89.9,6,lyon,69006
appartement,3.0,345000.0,64.2,3,caluire et cuire,69300
appartement,4.0,240700.0,81.4,RDC,l'arbresle,69210
maison,3.0,470000.0,110.0,MAISON,longes,69660
appartement,2.0,265000.0,42.2,2,lyon,69004
appartement,4.0,790000.0,155.3,4,lyon,69002
appartement,3.0,326000.0,60.0,RDC,la tour de salvagny,69890
appartement,3.0,382000.0,60.1,6,lyon,69002
appartement,6.0,550000.0,143.2,5,caluire et cuire,69300
appartement,6.0,360000.0,184.4,1,porte des pierres dorees,69400
maison,6.0,649000.0,165.0,MAISON,couzon au mont d'or,69270
appartement,5.0,630000.0,100.0,10,villeurbanne,69100
appartement,2.0,240000.0,54.3,RDC,brignais,69530
appartement,2.0,315000.0,59.1,3,lyon,69006
appartement,2.0,199000.0,58.2,RDC,givors,69700
appartement,3.0,117000.0,60.0,3,grigny sur rhone,69520
appartement,3.0,299000.0,83.0,10,écully,69130
appartement,4.0,350000.0,122.0,RDC,chazay d'azergues,69380
appartement,4.0,526000.0,94.0,3,marcy,69280
appartement,5.0,485000.0,115.0,RDC,vourles,69390
maison,5.0,289000.0,100.6,MAISON,lucenay,69480
maison,5.0,534000.0,134.8,MAISON,toussieu,69780
maison,6.0,580000.0,249.8,MAISON,rillieux la pape,69140
maison,10.0,890000.0,296.2,MAISON,saint genis les ollieres,69290
maison,7.0,529000.0,193.0,MAISON,sourcieux les mines,69210
appartement,2.0,195000.0,42.0,3,belleville en beaujolais,69220
appartement,2.0,225700.0,43.0,RDC,corbas,69960
appartement,3.0,260000.0,68.1,6,villeurbanne,69100
appartement,3.0,236600.0,65.8,1,mions,69780
appartement,3.0,225000.0,67.0,RDC,saint genis les ollieres,69290
maison,5.0,601000.0,103.1,MAISON,villeurbanne,69100
maison,7.0,1180000.0,245.3,MAISON,lentilly,69210
appartement,2.0,235000.0,41.7,1,charly,69390
appartement,2.0,154000.0,38.0,6,givors,69700
appartement,3.0,202000.0,58.8,1,saint fons,69190
maison,6.0,385000.0,105.0,MAISON,sathonay camp,69580
maison,8.0,660000.0,165.0,MAISON,orlienas,69530
appartement,2.0,175000.0,36.0,2,la tour de salvagny,69890
appartement,3.0,199900.0,67.1,4,lyon,69003
appartement,4.0,510000.0,100.6,2,lyon,69002
appartement,4.0,225000.0,81.7,RDC,grigny sur rhone,69520
appartement,3.0,285000.0,79.0,2,irigny,69540
appartement,3.0,375000.0,59.8,6,lyon,69002
appartement,2.0,235750.0,52.4,6,lyon,69003
appartement,3.0,149000.0,67.0,1,condrieu,69420
appartement,3.0,695000.0,97.9,5,lyon,69002
appartement,3.0,238000.0,69.0,3,limonest,69760
appartement,4.0,349000.0,110.0,1,saint germain au mont d'or,69650
appartement,4.0,327200.0,79.0,1,sain bel,69210
appartement,5.0,625000.0,151.0,3,la mulatiere,69350
maison,5.0,649000.0,81.2,MAISON,lyon,69005
maison,8.0,589000.0,243.2,MAISON,saint bonnet de mure,69720
appartement,3.0,691000.0,76.5,14,villeurbanne,69100
appartement,4.0,169000.0,79.1,3,givors,69700
maison,8.0,540000.0,142.0,MAISON,saint andre la cote,69440
appartement,3.0,254000.0,64.9,3,lyon,69008
appartement,4.0,420000.0,86.4,3,lyon,69005
appartement,4.0,371000.0,84.0,4,belleville en beaujolais,69220
appartement,6.0,2590000.0,303.0,8,lyon,69006
maison,5.0,320000.0,90.0,MAISON,brindas,69126
appartement,2.0,331000.0,49.8,8,lyon,69008
appartement,2.0,235000.0,39.8,5,lyon,69003
appartement,2.0,150000.0,43.3,1,meyzieu,69330
appartement,3.0,130000.0,50.0,3,saint genis laval,69230
appartement,3.0,315000.0,74.8,1,lyon,69004
appartement,4.0,195000.0,81.1,4,vaulx en velin,69120
appartement,4.0,369000.0,84.1,1,tassin la demi lune,69160
appartement,6.0,360000.0,184.0,2,porte des pierres dorees,69400
maison,5.0,229900.0,131.0,MAISON,montromant,69610
maison,5.0,351000.0,120.0,MAISON,brullioles,69690
appartement,3.0,170000.0,61.4,3,vaulx en velin,69120
appartement,2.0,159000.0,51.0,1,sainte foy l'argentiere,69610
appartement,3.0,350000.0,62.9,8,lyon,69006
appartement,3.0,270000.0,67.8,2,bron,69500
appartement,3.0,270000.0,62.6,2,chassieu,69680
appartement,3.0,249000.0,55.9,RDC,lyon,69008
appartement,3.0,92000.0,80.0,1,montrottier,69770
appartement,5.0,465000.0,93.1,7,venissieux,69200
appartement,5.0,245000.0,95.0,4,neuville sur saone,69250
appartement,5.0,445000.0,106.9,4,lyon,69009
maison,3.0,386900.0,51.2,MAISON,villeurbanne,69100
maison,5.0,559000.0,153.8,MAISON,beauvallon,69700
maison,7.0,1140000.0,215.0,MAISON,albigny sur saone,69250
appartement,2.0,255000.0,46.7,7,venissieux,69200
appartement,3.0,394000.0,66.8,1,genas,69740
appartement,3.0,225000.0,62.7,6,caluire et cuire,69300
appartement,4.0,273000.0,84.0,4,champagne au mont d'or,69410
appartement,4.0,259000.0,73.2,1,meyzieu,69330
appartement,4.0,445000.0,129.0,7,champagne au mont d'or,69410
appartement,6.0,890000.0,187.9,3,lyon,69007
maison,5.0,279000.0,140.0,MAISON,bagnols,69620
maison,5.0,260000.0,160.0,MAISON,bessenay,69690
appartement,4.0,800000.0,100.0,15,lyon,69003
maison,10.0,900000.0,400.0,MAISON,regnie durette,69430
appartement,3.0,240000.0,56.2,2,longes,69660
appartement,4.0,363000.0,86.0,RDC,saint bonnet de mure,69720
maison,5.0,329000.0,150.0,MAISON,salles arbuissonnas en beaujolais,69460
appartement,2.0,153000.0,41.2,4,bron,69500
appartement,2.0,311000.0,42.4,1,caluire et cuire,69300
appartement,3.0,269000.0,74.6,9,villeurbanne,69100
appartement,3.0,309000.0,62.0,5,sathonay camp,69580
appartement,3.0,273000.0,66.4,1,ternay,69360
appartement,4.0,229900.0,68.0,8,oullins pierre benite,69600
maison,4.0,775000.0,125.7,MAISON,lyon,69110
maison,4.0,99000.0,122.0,MAISON,saint igny de vers,69790
maison,5.0,550000.0,235.0,MAISON,saint laurent de chamousset,69930
maison,5.0,454500.0,113.7,MAISON,millery,69390
appartement,2.0,165000.0,42.6,RDC,villeurbanne,69100
appartement,3.0,130000.0,68.5,3,gleize,69400
appartement,4.0,325000.0,88.4,1,decines charpieu,69150
appartement,4.0,490000.0,84.9,RDC,charly,69390
appartement,4.0,369000.0,77.0,RDC,corbas,69960
appartement,4.0,537000.0,79.7,6,caluire et cuire,69300
appartement,5.0,270000.0,116.1,2,vaulx en velin,69120
maison,4.0,258000.0,86.7,MAISON,loire sur rhone,69700
maison,5.0,359000.0,107.7,MAISON,chaponost,69630
appartement,4.0,419000.0,82.3,1,venissieux,69200
appartement,2.0,187000.0,41.6,2,irigny,69540
appartement,2.0,232000.0,53.0,2,jonage,69330
appartement,4.0,359000.0,101.0,RDC,morance,69480
appartement,4.0,215000.0,80.2,1,oullins pierre benite,69600
appartement,5.0,880000.0,158.3,8,lyon,69006
maison,7.0,445000.0,120.0,MAISON,serezin du rhone,69360
appartement,2.0,365000.0,75.6,1,lyon,69001
appartement,2.0,139000.0,41.7,2,val d'oingt,69620
appartement,3.0,229500.0,63.3,4,caluire et cuire,69300
appartement,3.0,189000.0,79.8,1,givors,69700
appartement,4.0,491000.0,76.0,9,lyon,69002
appartement,4.0,320000.0,107.0,RDC,arnas,69400
appartement,4.0,590000.0,138.0,1,saint germain au mont d'or,69650
maison,5.0,195000.0,97.0,MAISON,amplepuis,69550
maison,7.0,850000.0,179.0,MAISON,cailloux sur fontaines,69270
appartement,4.0,990000.0,168.9,7,lyon,69006
appartement,4.0,229000.0,67.4,1,lyon,69003
appartement,5.0,675000.0,99.0,16,lyon,69002
appartement,3.0,102000.0,56.3,RDC,villefranche sur saone,69400
appartement,3.0,150000.0,65.7,4,tarare,69170
appartement,3.0,255000.0,70.0,RDC,pusignan,69330
appartement,3.0,195000.0,54.3,RDC,caluire et cuire,69300
appartement,4.0,152500.0,88.1,1,belleville en beaujolais,69220
appartement,5.0,125000.0,85.8,3,feyzin,69320
maison,4.0,415000.0,97.0,MAISON,amberieux,69480
maison,5.0,795000.0,116.6,MAISON,lyon,69008
maison,6.0,1189000.0,158.2,MAISON,tassin la demi lune,69160
appartement,4.0,318000.0,87.0,4,francheville,69340
appartement,4.0,477000.0,76.2,8,lyon,69002
appartement,2.0,120000.0,41.1,2,feyzin,69320
appartement,3.0,380000.0,71.3,1,charly,69390
appartement,3.0,454000.0,72.0,2,chaponost,69630
appartement,4.0,199000.0,86.4,3,meyzieu,69330
appartement,4.0,220000.0,79.0,4,brignais,69530
maison,6.0,851500.0,144.7,MAISON,limonest,69760
appartement,2.0,230000.0,53.7,2,lyon,69007
appartement,3.0,350000.0,74.3,RDC,francheville,69340
appartement,3.0,199000.0,68.0,4,lyon,69110
appartement,3.0,225000.0,70.0,RDC,l'arbresle,69210
appartement,4.0,349000.0,105.0,11,lyon,69009
maison,5.0,649000.0,150.7,MAISON,la mulatiere,69350
maison,6.0,320000.0,145.0,MAISON,saint romain en gal,69560
appartement,3.0,175000.0,59.0,RDC,saint fons,69190
appartement,4.0,458000.0,110.0,2,pusignan,69330
maison,7.0,675000.0,195.0,MAISON,rivolet,69640
appartement,2.0,265000.0,47.9,2,neuville sur saone,69250
appartement,3.0,390000.0,64.9,10,villeurbanne,69100
appartement,3.0,275000.0,65.0,RDC,simandres,69360
appartement,3.0,320000.0,65.0,RDC,chatillon,69380
appartement,4.0,285000.0,65.0,6,caluire et cuire,69300
appartement,4.0,275000.0,84.7,2,vernaison,69390
appartement,4.0,485000.0,117.1,4,lyon,69005
appartement,5.0,359000.0,112.0,RDC,theize,69620
maison,6.0,870000.0,195.6,MAISON,saint cyr au mont d'or,69450
maison,12.0,890000.0,347.8,MAISON,chessy,69380
appartement,3.0,320000.0,85.8,2,lyon,69007
appartement,3.0,209000.0,65.8,1,rillieux la pape,69140
appartement,3.0,700000.0,76.0,14,villeurbanne,69100
appartement,4.0,165000.0,75.2,2,irigny,69540
appartement,4.0,407000.0,79.5,1,montagny,69700
appartement,5.0,1095000.0,136.4,7,lyon,69006
appartement,5.0,160000.0,90.3,9,vaulx en velin,69120
maison,3.0,200000.0,72.9,MAISON,saint germain au mont d'or,69650
appartement,3.0,199000.0,67.0,2,saint symphorien d'ozon,69360
maison,4.0,542000.0,85.2,MAISON,villeurbanne,69100
appartement,4.0,415000.0,83.2,5,lyon,69009
appartement,4.0,386650.0,81.3,RDC,lyon,69009
maison,4.0,356000.0,86.8,MAISON,vernaison,69390
appartement,5.0,485000.0,111.0,5,écully,69130
appartement,3.0,225000.0,60.9,1,meyzieu,69330
appartement,3.0,179000.0,61.3,1,vaulx en velin,69120
appartement,3.0,204000.0,58.2,3,givors,69700
appartement,3.0,400000.0,69.2,RDC,charly,69390
appartement,4.0,249000.0,82.1,RDC,rillieux la pape,69140
appartement,5.0,699000.0,117.9,3,francheville,69340
appartement,4.0,300000.0,69.2,1,dardilly,69570
appartement,3.0,200000.0,50.0,RDC,colombier saugnieu,69124
appartement,3.0,252000.0,54.2,1,saint bonnet de mure,69720
appartement,3.0,249000.0,62.0,2,brignais,69530
appartement,3.0,106000.0,67.0,RDC,brignais,69530
appartement,4.0,207000.0,73.0,5,saint fons,69190
maison,5.0,335000.0,166.0,MAISON,blace,69460
maison,5.0,375000.0,117.0,MAISON,soucieu en jarrest,69510
appartement,2.0,216000.0,42.0,1,simandres,69360
appartement,3.0,259000.0,79.0,7,saint priest,69800
appartement,3.0,90000.0,69.3,2,montrottier,69770
appartement,2.0,220000.0,43.6,1,écully,69130
appartement,4.0,209900.0,80.0,11,lyon,69005
appartement,4.0,299000.0,75.0,2,rochetaillee sur saone,69270
appartement,4.0,399000.0,91.4,3,chassieu,69680
appartement,4.0,515000.0,116.3,4,tassin la demi lune,69160
appartement,4.0,280000.0,87.0,3,anse,69480
appartement,6.0,520000.0,137.3,3,lyon,69110
appartement,2.0,119000.0,39.4,2,taluyers,69440
appartement,3.0,100000.0,52.7,1,villefranche sur saone,69400
appartement,3.0,270000.0,74.4,3,caluire et cuire,69300
appartement,3.0,139000.0,95.8,1,saint symphorien d'ozon,69360
appartement,4.0,256000.0,86.0,RDC,sainte foy l'argentiere,69610
appartement,4.0,710000.0,130.2,4,écully,69130
appartement,5.0,897000.0,126.6,8,lyon,69002
maison,7.0,950000.0,224.1,MAISON,lissieu,69380
appartement,3.0,689000.0,80.0,13,lyon,69003
maison,8.0,470000.0,270.0,MAISON,poule les écharmeaux,69870
appartement,2.0,200000.0,34.0,1,la mulatiere,69350
appartement,3.0,395000.0,84.8,RDC,lyon,69006
appartement,3.0,243000.0,67.7,RDC,chaponost,69630
appartement,3.0,389000.0,74.8,2,saint didier au mont d'or,69370
appartement,4.0,349000.0,105.0,11,lyon,69160
appartement,4.0,120000.0,71.0,13,rillieux la pape,69140
maison,12.0,750000.0,423.4,MAISON,quincieux,69650
appartement,2.0,318000.0,75.6,17,lyon,69009
appartement,2.0,150000.0,37.0,RDC,oullins pierre benite,69310
appartement,3.0,244000.0,51.4,9,caluire et cuire,69300
appartement,3.0,367500.0,68.2,5,lyon,69006
appartement,6.0,995000.0,162.1,8,caluire et cuire,69300
maison,7.0,169000.0,169.7,MAISON,beaujeu,69430
appartement,3.0,319000.0,67.0,1,marcilly d'azergues,69380
appartement,3.0,200000.0,80.0,13,villeurbanne,69100
appartement,4.0,350000.0,113.6,3,belleville en beaujolais,69220
maison,4.0,395000.0,94.7,MAISON,sathonay camp,69580
maison,6.0,1180000.0,242.3,MAISON,rochetaillee sur saone,69270
maison,10.0,2150000.0,354.3,MAISON,lyon,69006
appartement,3.0,155000.0,58.8,1,venissieux,69200
maison,7.0,399000.0,175.0,MAISON,soucieu en jarrest,69510
appartement,3.0,404000.0,66.6,2,genas,69740
appartement,3.0,315000.0,61.1,2,vourles,69390
appartement,3.0,185000.0,66.0,RDC,courzieu,69690
maison,5.0,325000.0,81.2,MAISON,lachassagne,69480
maison,7.0,579000.0,190.0,MAISON,sainte paule,69620
appartement,5.0,545000.0,123.0,RDC,oullins pierre benite,69600
appartement,2.0,146000.0,45.1,1,saint fons,69190
appartement,3.0,360000.0,68.9,1,charly,69390
appartement,5.0,522500.0,103.4,3,lyon,69006
appartement,4.0,745000.0,168.9,1,caluire et cuire,69300
appartement,3.0,175000.0,53.0,2,vindry sur turdine,69490
appartement,4.0,249000.0,73.6,1,saint laurent d'agny,69440
appartement,4.0,444000.0,83.9,1,neuville sur saone,69250
appartement,4.0,198000.0,81.0,13,lyon,69009
appartement,4.0,255000.0,79.8,2,oullins pierre benite,69600
appartement,4.0,199000.0,75.0,1,saint laurent de mure,69720
appartement,4.0,399000.0,122.2,5,oullins pierre benite,69600
maison,4.0,395000.0,78.9,MAISON,bron,69500
maison,4.0,195000.0,120.0,MAISON,saint vincent de reins,69240
appartement,4.0,185000.0,87.0,4,oullins pierre benite,69310
appartement,4.0,315000.0,88.4,1,tassin la demi lune,69160
maison,5.0,490000.0,120.0,MAISON,sourcieux les mines,69210
maison,8.0,749000.0,223.6,MAISON,charbonnieres les bains,69260
appartement,4.0,439000.0,99.7,3,tassin la demi lune,69160
appartement,2.0,220000.0,75.6,1,ternand,69620
appartement,2.0,420000.0,67.4,2,lyon,69006
appartement,2.0,319000.0,48.0,1,craponne,69069
appartement,4.0,327900.0,81.4,4,venissieux,69200
appartement,4.0,399000.0,83.1,4,lyon,69007
appartement,4.0,491000.0,76.2,9,lyon,69002
maison,7.0,280000.0,138.4,MAISON,legny,69620
maison,10.0,700000.0,252.7,MAISON,corbas,69960
appartement,2.0,345000.0,48.0,14,lyon,69002
appartement,3.0,244000.0,62.2,1,sathonay camp,69580
appartement,3.0,170000.0,55.0,5,oullins pierre benite,69600
appartement,3.0,305000.0,63.0,2,saint pierre de chandieu,69780
appartement,4.0,169000.0,100.0,12,rillieux la pape,69140
appartement,4.0,325000.0,86.3,RDC,dardilly,69570
appartement,5.0,512000.0,102.9,2,montagny,69700
appartement,5.0,649000.0,145.0,11,lyon,69004
appartement,5.0,730000.0,113.2,1,saint didier au mont d'or,69370
maison,4.0,410000.0,137.4,MAISON,corbas,69960
appartement,2.0,149000.0,36.1,3,givors,69700
appartement,2.0,313000.0,43.4,6,caluire et cuire,69300
appartement,2.0,330000.0,44.0,RDC,champagne au mont d'or,69410
appartement,2.0,265000.0,43.2,2,genas,69740
appartement,3.0,399000.0,64.7,1,dardilly,69570
appartement,3.0,299000.0,66.0,1,solaize,69360
maison,5.0,459000.0,130.0,MAISON,saint étienne la varenne,69460
maison,6.0,341000.0,140.3,MAISON,saint symphorien d'ozon,69360
appartement,4.0,314850.0,73.2,1,decines charpieu,69150
appartement,2.0,235000.0,38.9,6,lyon,69007
appartement,2.0,169000.0,41.3,2,lyon,69009
appartement,3.0,275600.0,75.6,6,villeurbanne,69100
appartement,3.0,278000.0,64.1,1,chasselay,69380
appartement,3.0,295000.0,62.7,7,lyon,69110
appartement,4.0,135000.0,69.3,RDC,saint fons,69190
appartement,4.0,490000.0,90.0,RDC,longes,69660
appartement,2.0,270000.0,44.4,RDC,charly,69390
appartement,2.0,189000.0,49.5,5,francheville,69340
appartement,2.0,257500.0,52.2,5,lyon,69004
appartement,3.0,250000.0,58.7,RDC,rillieux la pape,69140
appartement,3.0,205000.0,68.1,2,caluire et cuire,69300
appartement,3.0,315000.0,66.4,2,marcilly d'azergues,69380
appartement,6.0,595000.0,124.6,5,lyon,69003
maison,5.0,390000.0,190.0,MAISON,marcy,69480
appartement,3.0,215000.0,61.0,5,saint priest,69800
appartement,3.0,294000.0,66.4,1,serezin du rhone,69360
appartement,3.0,235000.0,65.2,1,caluire et cuire,69300
appartement,5.0,295000.0,93.0,5,la mulatiere,69350
appartement,4.0,337000.0,79.4,1,saint bonnet de mure,69720
appartement,4.0,460000.0,90.1,5,venissieux,69200
appartement,2.0,240000.0,40.7,RDC,lyon,69007
appartement,3.0,431000.0,72.3,13,villeurbanne,69100
appartement,4.0,579000.0,96.0,2,chaponost,69630
appartement,4.0,493000.0,83.9,9,villeurbanne,69100
appartement,2.0,255000.0,43.6,RDC,lyon,69006
appartement,2.0,199000.0,42.0,1,solaize,69360
appartement,4.0,779000.0,93.0,11,lyon,69003
appartement,5.0,650000.0,119.8,5,lyon,69006
maison,3.0,525000.0,76.4,MAISON,lyon,69005
maison,6.0,630000.0,134.7,MAISON,la tour de salvagny,69890
maison,7.0,1065000.0,172.6,MAISON,limonest,69760
maison,7.0,659000.0,174.0,MAISON,couzon au mont d'or,69270
appartement,2.0,169000.0,49.1,RDC,lyon,69005
appartement,4.0,260000.0,84.6,1,belleville en beaujolais,69220
appartement,4.0,739000.0,90.9,5,lyon,69006
maison,4.0,399000.0,116.0,MAISON,porte des pierres dorees,69640
appartement,4.0,262000.0,80.0,RDC,belleville en beaujolais,69220
appartement,2.0,255000.0,43.2,1,genas,69740
appartement,3.0,240000.0,58.1,2,vernay,69300
appartement,3.0,617000.0,99.2,7,lyon,69005
maison,4.0,389000.0,96.8,MAISON,saint genis laval,69230
maison,4.0,240000.0,84.3,MAISON,loire sur rhone,69700
maison,5.0,350000.0,120.0,MAISON,saint cyr le chatoux,69870
maison,5.0,330000.0,120.0,MAISON,brullioles,69690
appartement,2.0,218000.0,41.0,3,pusignan,69330
appartement,3.0,227000.0,58.4,RDC,feyzin,69320
appartement,4.0,405000.0,93.0,RDC,saint bonnet de mure,69720
appartement,4.0,284000.0,75.0,RDC,belleville en beaujolais,69220
appartement,2.0,250000.0,42.6,7,lyon,69007
appartement,2.0,135000.0,36.1,RDC,vernay,69300
appartement,3.0,580000.0,96.4,2,lyon,69003
appartement,3.0,400000.0,73.1,1,chaponost,69630
appartement,4.0,550000.0,100.1,5,lyon,69006
maison,4.0,280000.0,96.6,MAISON,saint étienne des oullieres,69460
maison,5.0,499000.0,129.4,MAISON,lyon,69110
maison,6.0,495000.0,144.7,MAISON,saint georges de reneins,69830
appartement,3.0,310000.0,72.4,9,lyon,69003
appartement,3.0,169900.0,66.6,9,lyon,69008
appartement,3.0,250000.0,95.2,RDC,lyon,69005
appartement,3.0,245000.0,62.6,1,sathonay camp,69580
appartement,4.0,650000.0,95.2,RDC,saint didier au mont d'or,69370
appartement,4.0,345000.0,90.8,RDC,vourles,69390
appartement,4.0,225000.0,71.9,1,fontaines sur saone,69270
maison,4.0,290000.0,110.0,MAISON,julienas,69840
appartement,2.0,352000.0,45.6,2,saint didier au mont d'or,69370
appartement,3.0,430000.0,60.7,RDC,lyon,69110
appartement,3.0,379000.0,59.8,7,lyon,69002
appartement,4.0,358900.0,85.6,RDC,venissieux,69200
maison,3.0,349500.0,140.0,MAISON,saint marcel l'éclaire,69170
maison,5.0,209500.0,105.2,MAISON,condrieu,69420
maison,10.0,1390000.0,260.4,MAISON,saint didier au mont d'or,69370
appartement,4.0,435000.0,80.8,1,lyon,69001
appartement,5.0,215000.0,96.0,3,grigny sur rhone,69520
appartement,5.0,1132000.0,130.4,3,caluire et cuire,69300
appartement,2.0,169500.0,50.4,3,saint fons,69190
appartement,2.0,358000.0,75.6,2,lyon,69004
maison,4.0,280000.0,98.0,MAISON,julienas,69840
maison,6.0,850000.0,200.6,MAISON,sainte consorce,69280
appartement,2.0,179000.0,41.8,2,vaulx en velin,69210
appartement,3.0,420000.0,60.4,1,saint cyr au mont d'or,69450
appartement,3.0,195200.0,64.6,1,l'arbresle,69210
appartement,3.0,280000.0,66.7,1,toussieu,69780
appartement,4.0,439000.0,85.1,RDC,lyon,69007
appartement,4.0,135000.0,87.3,2,beaujeu,69430
maison,4.0,260000.0,96.0,MAISON,meys,69610
maison,5.0,299000.0,103.0,MAISON,saint clement les places,69930
appartement,3.0,174000.0,95.0,3,saint laurent de chamousset,69930
appartement,3.0,185000.0,66.0,3,oullins pierre benite,69310
appartement,3.0,318000.0,69.7,RDC,genas,69740
appartement,3.0,169000.0,63.1,RDC,grigny sur rhone,69520
appartement,4.0,1285000.0,127.1,4,écully,69130
appartement,5.0,578000.0,104.8,2,lyon,69005
appartement,6.0,470000.0,150.2,4,sathonay camp,69580
maison,3.0,250000.0,89.0,MAISON,saint genis l'argentiere,69610
appartement,3.0,379000.0,67.6,RDC,chasselay,69380
appartement,3.0,330000.0,68.3,RDC,lyon,69009
appartement,4.0,285000.0,92.0,1,les cheres,69380
appartement,4.0,168000.0,75.0,RDC,grigny sur rhone,69520
appartement,4.0,450000.0,81.0,2,limonest,69570
maison,4.0,435000.0,86.8,MAISON,francheville,69340
maison,11.0,498000.0,290.0,MAISON,claveisolles,69870
appartement,4.0,268000.0,64.0,3,oullins pierre benite,69600
appartement,2.0,169000.0,47.3,RDC,belleville en beaujolais,69220
appartement,3.0,401000.0,68.6,10,villeurbanne,69100
appartement,3.0,290000.0,97.0,1,montagny,69700
appartement,3.0,265000.0,67.0,7,vernay,69300
appartement,3.0,169000.0,71.9,3,lyon,69009
appartement,4.0,205000.0,75.2,2,oullins pierre benite,69600
maison,4.0,235000.0,94.0,MAISON,poule les écharmeaux,69870
maison,5.0,475000.0,139.9,MAISON,dardilly,69570
appartement,2.0,195000.0,29.6,1,caluire et cuire,69300
appartement,4.0,319000.0,90.3,4,givors,69700
appartement,4.0,410000.0,87.8,1,écully,69130
appartement,5.0,125000.0,89.6,4,tarare,69170
maison,4.0,389000.0,80.0,MAISON,rochetaillee sur saone,69270
maison,10.0,950000.0,300.4,MAISON,francheville,69340
appartement,2.0,230000.0,56.4,1,chassieu,69680
appartement,3.0,300000.0,60.2,2,saint bonnet de mure,69720
appartement,3.0,285000.0,64.0,9,lyon,69009
appartement,3.0,210000.0,90.0,1,l'arbresle,69210
appartement,3.0,280000.0,66.9,1,fleurie,69210
appartement,3.0,370000.0,69.8,1,charly,69390
appartement,3.0,129500.0,57.0,1,saint forgeux,69490
appartement,3.0,385000.0,87.0,RDC,neuville sur saone,69250
maison,5.0,249000.0,156.0,MAISON,saint bonnet des bruyeres,69790
maison,7.0,550000.0,283.7,MAISON,haute rivoire,69610
maison,8.0,1220000.0,231.2,MAISON,saint didier au mont d'or,69370
appartement,4.0,276000.0,74.8,1,vaulx en velin,69210
appartement,3.0,273000.0,66.4,1,serezin du rhone,69360
appartement,4.0,549000.0,90.0,RDC,chaponost,69630
maison,6.0,780000.0,131.3,MAISON,saint didier au mont d'or,69370
appartement,4.0,234000.0,82.8,1,venissieux,69200
appartement,2.0,247000.0,49.4,1,saint cyr au mont d'or,69450
appartement,2.0,165000.0,38.2,9,villeurbanne,69100
appartement,3.0,236600.0,61.8,2,saint symphorien d'ozon,69360
appartement,3.0,280000.0,63.9,RDC,irigny,69540
appartement,4.0,299000.0,73.0,RDC,saint priest,69500
appartement,4.0,375000.0,88.0,7,écully,69130
appartement,4.0,159000.0,63.0,4,genay,69730
appartement,5.0,330000.0,118.6,9,tassin la demi lune,69160
maison,4.0,320000.0,84.0,MAISON,lyon,69007
maison,4.0,329000.0,118.0,MAISON,chabaniere,69440
maison,6.0,250000.0,179.6,MAISON,villecheneve,69770
maison,7.0,369000.0,130.0,MAISON,cercie,69220
appartement,2.0,199000.0,32.6,1,lyon,69009
appartement,4.0,284000.0,88.0,9,oullins pierre benite,69600
appartement,4.0,100000.0,70.0,RDC,tarare,69170
appartement,2.0,309000.0,43.4,3,lyon,69009
appartement,2.0,309900.0,45.3,1,saint cyr au mont d'or,69450
appartement,3.0,239000.0,70.3,7,villeurbanne,69100
appartement,3.0,349000.0,72.0,9,lyon,69008
appartement,3.0,420000.0,67.4,5,lyon,69007
appartement,4.0,248700.0,81.4,2,l'arbresle,69210
appartement,4.0,315000.0,81.2,RDC,montanay,69250
maison,4.0,335000.0,90.3,MAISON,val d'oingt,69620
appartement,4.0,350000.0,93.7,2,francheville,69340
maison,5.0,344000.0,119.2,MAISON,saint symphorien d'ozon,69360
appartement,3.0,548000.0,84.9,RDC,écully,69130
appartement,3.0,358000.0,80.4,RDC,lyon,69004
appartement,3.0,210000.0,61.8,4,vaulx en velin,69120
appartement,4.0,349000.0,88.2,2,vernaison,69390
maison,5.0,345000.0,108.0,MAISON,blace,69460
maison,10.0,800000.0,213.0,MAISON,lacenas,69640
appartement,3.0,421000.0,70.2,13,villeurbanne,69100
appartement,5.0,299000.0,93.4,4,saint fons,69190
appartement,6.0,595000.0,159.0,1,couzon au mont d'or,69270
appartement,2.0,150000.0,42.2,8,lyon,69003
