type_bien,pieces,prix,surface,etage,ville,code_postal
appartement,3.0,675000.0,110.0,5,lyon,69005
appartement,3.0,347000.0,64.5,2,caluire et cuire,69300
appartement,3.0,515000.0,70.0,4,lyon,69002
appartement,3.0,305000.0,71.0,1,lyon,69009
appartement,4.0,464000.0,95.0,3,villeurbanne,69100
appartement,4.0,420000.0,97.0,1,lyon,69007
appartement,4.0,470000.0,77.0,1,lyon,69003
appartement,4.0,320000.0,85.0,1,villefranche sur saone,69400
appartement,4.0,259000.0,64.0,8,villeurbanne,69100
appartement,5.0,1500000.0,215.0,3,lyon,69002
appartement,5.0,315000.0,102.0,2,oullins pierre benite,69600
appartement,5.0,240000.0,95.0,8,villeurbanne,69100
appartement,5.0,680000.0,105.0,2,lyon,69007
maison,4.0,415000.0,113.0,MAISON,anse,69480
maison,5.0,620000.0,150.0,MAISON,communay,69360
maison,5.0,520000.0,150.0,MAISON,feyzin,69320
maison,6.0,459000.0,120.0,MAISON,val d'oingt,69620
maison,7.0,2180000.0,350.0,MAISON,saint cyr au mont d'or,69450
maison,7.0,395000.0,151.0,MAISON,rillieux la pape,69140
maison,8.0,2150000.0,270.0,MAISON,saint cyr au mont d'or,69450
maison,8.0,830000.0,185.0,MAISON,charnay,69380
maison,12.0,2990000.0,430.0,MAISON,caluire et cuire,69300
appartement,2.0,149900.0,40.0,RDC,lyon,69007
appartement,2.0,234000.0,40.0,1,fontaines sur saone,69270
appartement,3.0,409000.0,60.1,1,lyon,69004
appartement,3.0,352400.0,64.0,4,fontaines sur saone,69270
appartement,3.0,434000.0,74.2,1,genas,69740
maison,4.0,625000.0,130.0,MAISON,dardilly,69570
appartement,2.0,185000.0,51.0,1,villeurbanne,69100
appartement,2.0,210000.0,45.6,1,lyon,69003
appartement,3.0,355000.0,66.0,RDC,lyon,69007
appartement,3.0,269900.0,71.0,3,villeurbanne,69100
appartement,3.0,315000.0,70.0,1,fontaines sur saone,69270
appartement,3.0,695000.0,103.0,5,lyon,69006
appartement,3.0,299000.0,67.0,RDC,caluire et cuire,69300
appartement,3.0,730000.0,100.0,4,lyon,69002
appartement,3.0,280000.0,73.0,RDC,lyon,69004
appartement,4.0,520000.0,105.0,4,lyon,69006
appartement,4.0,779000.0,112.0,4,lyon,69006
appartement,4.0,279000.0,85.0,2,venissieux,69200
appartement,4.0,286000.0,81.0,1,rillieux la pape,69140
appartement,4.0,394000.0,81.0,1,meyzieu,69330
appartement,4.0,319000.0,88.0,1,villeurbanne,69100
appartement,4.0,507000.0,90.0,6,lyon,69007
appartement,4.0,288000.0,77.0,4,villeurbanne,69100
appartement,4.0,430000.0,93.0,1,lyon,69005
appartement,5.0,240000.0,99.0,3,bron,69500
maison,4.0,620000.0,120.0,MAISON,lyon,69110
maison,5.0,420000.0,115.0,MAISON,anse,69480
maison,5.0,530000.0,130.0,MAISON,genas,69740
maison,5.0,649000.0,159.0,MAISON,montanay,69250
maison,6.0,1240000.0,182.0,MAISON,lyon,69008
maison,7.0,620000.0,160.0,MAISON,saint germain nuelles,69210
appartement,2.0,110000.0,29.2,4,villeurbanne,69100
appartement,2.0,214900.0,50.0,2,sathonay camp,69580
appartement,3.0,285000.0,66.0,1,champagne au mont d'or,69410
appartement,2.0,215000.0,41.0,RDC,lyon,69004
appartement,2.0,225000.0,45.0,1,saint priest,69800
appartement,3.0,481000.0,70.0,1,villeurbanne,69100
appartement,3.0,269000.0,65.0,1,vaulx en velin,69120
appartement,3.0,333000.0,67.0,2,toussieu,69780
appartement,3.0,287500.0,64.0,7,venissieux,69200
appartement,3.0,500000.0,73.2,1,lyon,69006
appartement,4.0,350000.0,89.0,RDC,lyon,69009
appartement,4.0,380000.0,88.4,4,villeurbanne,69100
appartement,4.0,399000.0,80.0,1,lyon,69008
appartement,4.0,260000.0,66.5,1,lyon,69005
appartement,4.0,240000.0,84.0,RDC,lyon,69009
appartement,4.0,342000.0,81.0,1,villeurbanne,69100
appartement,5.0,570000.0,110.0,2,villeurbanne,69100
appartement,6.0,1250000.0,180.0,5,lyon,69002
appartement,6.0,240000.0,111.5,RDC,lyon,69009
maison,4.0,449900.0,100.0,MAISON,anse,69480
maison,5.0,339000.0,111.0,MAISON,loire sur rhone,69700
maison,5.0,349000.0,92.0,MAISON,irigny,69540
maison,6.0,570000.0,220.0,MAISON,saint priest,69800
maison,6.0,795000.0,165.0,MAISON,charly,69390
maison,7.0,390000.0,237.0,MAISON,feyzin,69320
maison,8.0,1300000.0,228.0,MAISON,lyon,69004
appartement,2.0,210000.0,40.0,3,lyon,69008
appartement,2.0,369000.0,50.0,2,lyon,69004
appartement,2.0,243000.0,50.0,2,caluire et cuire,69300
appartement,3.0,499000.0,78.0,10,lyon,69007
appartement,3.0,340000.0,60.0,1,lyon,69007
appartement,3.0,219000.0,62.0,RDC,meyzieu,69330
appartement,3.0,420000.0,61.0,RDC,lyon,69005
appartement,3.0,310000.0,59.0,2,lyon,69006
appartement,3.0,306000.0,63.0,1,francheville,69340
appartement,3.0,219000.0,65.0,3,rillieux la pape,69140
appartement,3.0,336000.0,59.4,4,caluire et cuire,69300
appartement,3.0,315000.0,60.0,1,la tour de salvagny,69890
appartement,3.0,390000.0,60.0,8,lyon,69002
appartement,4.0,740000.0,100.0,2,écully,69130
appartement,4.0,616000.0,89.5,RDC,caluire et cuire,69300
appartement,4.0,219000.0,87.0,1,saint fons,69190
appartement,4.0,715000.0,105.0,3,lyon,69006
appartement,4.0,250000.0,79.0,1,saint priest,69800
appartement,4.0,194850.0,77.0,1,saint priest,69800
appartement,4.0,249000.0,79.0,RDC,villeurbanne,69100
appartement,4.0,145000.0,82.0,1,venissieux,69200
appartement,4.0,460000.0,84.0,RDC,tassin la demi lune,69160
appartement,4.0,234000.0,78.0,2,saint priest,69800
appartement,4.0,339000.0,85.5,3,villeurbanne,69100
appartement,5.0,512000.0,87.0,4,fontaines sur saone,69270
appartement,5.0,383000.0,97.0,5,vaulx en velin,69120
appartement,6.0,385000.0,135.0,4,écully,69130
appartement,6.0,1099000.0,204.0,3,lyon,69002
maison,4.0,310000.0,101.0,MAISON,échalas,69700
maison,5.0,384000.0,115.0,MAISON,grigny sur rhone,69520
maison,5.0,880000.0,150.0,MAISON,lyon,69110
maison,5.0,370000.0,95.0,MAISON,saint priest,69800
maison,5.0,525000.0,114.0,MAISON,bron,69500
maison,5.0,793000.0,153.0,MAISON,charbonnieres les bains,69260
maison,6.0,320000.0,232.0,MAISON,tarare,69170
maison,6.0,675000.0,135.0,MAISON,vaugneray,69670
maison,7.0,445000.0,150.0,MAISON,vaulx en velin,69120
maison,7.0,875000.0,221.0,MAISON,rillieux la pape,69140
maison,8.0,549000.0,203.0,MAISON,cogny,69640
maison,9.0,880000.0,228.6,MAISON,dardilly,69570
appartement,2.0,300000.0,49.5,RDC,genas,69740
appartement,2.0,179000.0,47.3,2,lyon,69007
appartement,2.0,315000.0,63.0,3,lyon,69005
appartement,3.0,245000.0,64.9,1,lyon,69008
appartement,3.0,270000.0,66.0,1,caluire et cuire,69300
appartement,3.0,325000.0,68.0,1,lyon,69110
appartement,4.0,648375.0,90.0,1,lyon,69008
appartement,4.0,355000.0,99.0,8,villeurbanne,69100
appartement,4.0,471000.0,113.0,3,decines charpieu,69150
appartement,4.0,699000.0,112.0,1,lyon,69006
appartement,5.0,358340.0,94.1,2,villeurbanne,69100
appartement,5.0,565000.0,130.0,2,charbonnieres les bains,69260
maison,5.0,585000.0,117.5,MAISON,oullins pierre benite,69600
maison,5.0,310000.0,90.0,MAISON,ternay,69360
maison,5.0,470000.0,110.0,MAISON,oullins pierre benite,69600
maison,6.0,585000.0,135.0,MAISON,lentilly,69210
maison,7.0,998000.0,175.0,MAISON,charbonnieres les bains,69260
appartement,2.0,255000.0,49.1,2,tassin la demi lune,69160
maison,5.0,595000.0,163.0,MAISON,marcy,69280
appartement,2.0,250000.0,59.0,RDC,lyon,69008
appartement,3.0,329000.0,67.0,1,vaulx en velin,69120
appartement,3.0,454000.0,67.5,5,lyon,69008
appartement,3.0,170000.0,60.0,RDC,bron,69500
appartement,3.0,330000.0,72.0,2,champagne au mont d'or,69410
appartement,3.0,335000.0,76.0,1,lyon,69003
appartement,3.0,269000.0,62.6,1,villefranche sur saone,69400
appartement,3.0,257500.0,59.0,1,venissieux,69200
appartement,3.0,402500.0,61.0,1,tassin la demi lune,69160
appartement,3.0,247000.0,59.3,3,villeurbanne,69100
appartement,4.0,399000.0,83.0,3,fontaines sur saone,69270
appartement,4.0,515000.0,89.0,4,lyon,69007
appartement,4.0,159900.0,63.0,4,venissieux,69200
appartement,5.0,860000.0,165.0,5,lyon,69003
appartement,5.0,670000.0,128.0,4,écully,69130
maison,4.0,420000.0,95.0,MAISON,saint fons,69190
maison,6.0,685000.0,131.0,MAISON,chassieu,69680
maison,6.0,439000.0,125.0,MAISON,chassieu,69680
maison,8.0,815000.0,178.0,MAISON,la tour de salvagny,69890
appartement,2.0,334900.0,45.0,RDC,saint cyr au mont d'or,69450
maison,3.0,430000.0,92.0,MAISON,lyon,69008
appartement,2.0,199000.0,30.0,1,lyon,69008
appartement,2.0,204500.0,39.0,1,venissieux,69200
appartement,2.0,196000.0,39.0,1,lyon,69003
appartement,3.0,246000.0,68.0,3,lyon,69005
appartement,3.0,269000.0,71.0,2,villeurbanne,69100
appartement,3.0,432079.0,70.4,1,villeurbanne,69100
appartement,3.0,360000.0,79.0,4,lyon,69008
appartement,3.0,205000.0,67.0,RDC,lyon,69008
appartement,3.0,535000.0,88.0,3,lyon,69002
appartement,3.0,444000.0,68.0,6,villeurbanne,69100
appartement,3.0,249000.0,68.0,3,lyon,69002
appartement,3.0,439000.0,84.0,4,lyon,69007
appartement,3.0,324000.0,71.6,3,lyon,69007
appartement,3.0,299000.0,70.0,2,lyon,69110
appartement,4.0,740000.0,168.9,1,lyon,69002
appartement,4.0,410000.0,107.0,6,lyon,69003
appartement,4.0,335000.0,77.0,4,saint priest,69800
appartement,4.0,460000.0,85.0,RDC,sathonay village,69580
appartement,4.0,560000.0,91.0,7,lyon,69003
appartement,4.0,365000.0,77.0,2,lyon,69002
appartement,4.0,249600.0,63.0,5,lyon,69003
appartement,5.0,370000.0,105.0,3,lyon,69005
maison,4.0,297000.0,98.0,MAISON,villefranche sur saone,69400
maison,4.0,879000.0,144.0,MAISON,sathonay village,69580
maison,4.0,279000.0,96.0,MAISON,porte des pierres dorees,69400
maison,5.0,399000.0,144.0,MAISON,lissieu,69380
maison,5.0,675000.0,214.0,MAISON,saint germain au mont d'or,69650
maison,6.0,329000.0,117.0,MAISON,villefranche sur saone,69400
appartement,2.0,260000.0,50.0,RDC,lyon,69003
appartement,2.0,274500.0,44.0,RDC,lyon,69005
appartement,2.0,270000.0,45.0,RDC,sathonay village,69580
appartement,2.0,188000.0,50.7,5,villeurbanne,69100
appartement,3.0,215000.0,64.1,3,saint priest,69800
appartement,3.0,365000.0,75.0,3,feyzin,69320
maison,3.0,427500.0,90.0,MAISON,genas,69740
maison,4.0,675000.0,140.0,MAISON,montanay,69250
maison,5.0,995000.0,207.0,MAISON,saint genis laval,69230
appartement,2.0,215000.0,36.0,4,lyon,69006
appartement,2.0,150000.0,52.0,3,venissieux,69200
appartement,3.0,177300.0,61.0,1,venissieux,69200
appartement,3.0,275000.0,67.0,RDC,villeurbanne,69100
appartement,3.0,130000.0,62.0,1,grigny sur rhone,69520
appartement,3.0,230000.0,66.6,3,saint priest,69800
appartement,3.0,154578.0,69.0,4,bron,69500
appartement,4.0,574400.0,81.0,4,tassin la demi lune,69160
appartement,4.0,445000.0,90.0,6,lyon,69003
appartement,4.0,365000.0,84.5,2,lyon,69003
maison,5.0,359900.0,98.0,MAISON,venissieux,69200
maison,5.0,650000.0,138.0,MAISON,genay,69730
maison,5.0,399000.0,97.0,MAISON,saint priest,69800
maison,6.0,569000.0,130.0,MAISON,meyzieu,69330
maison,6.0,849000.0,207.0,MAISON,marcilly d'azergues,69380
maison,9.0,1150000.0,286.0,MAISON,saint bonnet de mure,69720
appartement,2.0,155000.0,48.0,5,rillieux la pape,69140
appartement,3.0,199000.0,52.3,2,bron,69500
appartement,3.0,199000.0,60.6,3,vaulx en velin,69120
maison,4.0,368000.0,145.0,MAISON,saint forgeux,69490
maison,4.0,335000.0,94.0,MAISON,bully,69210
maison,5.0,359000.0,101.0,MAISON,saint germain nuelles,69210
maison,5.0,395000.0,132.0,MAISON,villie morgon,69910
appartement,2.0,130000.0,44.0,1,decines charpieu,69150
appartement,2.0,184000.0,35.0,1,lyon,69008
appartement,2.0,214500.0,49.0,RDC,decines charpieu,69150
appartement,2.0,272000.0,45.0,1,lyon,69007
appartement,3.0,159000.0,50.0,1,saint pierre de chandieu,69780
appartement,3.0,265000.0,82.0,4,lyon,69004
appartement,3.0,179000.0,50.0,RDC,bron,69500
appartement,3.0,306500.0,69.9,RDC,chasselay,69380
appartement,3.0,275000.0,62.0,6,lyon,69004
appartement,3.0,149000.0,53.2,3,villeurbanne,69100
appartement,4.0,185000.0,69.0,1,vaulx en velin,69120
appartement,4.0,520000.0,104.0,5,lyon,69003
appartement,4.0,210000.0,73.3,1,villeurbanne,69100
appartement,4.0,589000.0,90.0,RDC,lyon,69007
appartement,4.0,410000.0,90.0,6,lyon,69007
appartement,4.0,325000.0,94.0,1,lyon,69110
appartement,4.0,485000.0,103.0,1,lyon,69004
appartement,4.0,565000.0,117.0,3,lyon,69005
appartement,5.0,690000.0,112.3,5,villeurbanne,69100
appartement,5.0,299900.0,106.0,3,lyon,69009
maison,4.0,585000.0,111.0,MAISON,millery,69390
maison,5.0,880000.0,161.0,MAISON,lyon,69110
maison,5.0,414420.0,105.0,MAISON,mions,69780
maison,6.0,820000.0,198.0,MAISON,poleymieux au mont d'or,69250
maison,6.0,490000.0,150.0,MAISON,oullins pierre benite,69310
maison,6.0,990000.0,211.0,MAISON,poleymieux au mont d'or,69250
maison,7.0,2190000.0,313.0,MAISON,limonest,69760
maison,8.0,575000.0,200.0,MAISON,dommartin,69380
maison,8.0,2995000.0,300.0,MAISON,écully,69130
appartement,2.0,130000.0,35.0,1,rillieux la pape,69140
appartement,2.0,163000.0,40.0,RDC,venissieux,69200
appartement,2.0,249000.0,47.4,2,tassin la demi lune,69160
appartement,2.0,284000.0,49.5,RDC,chasselay,69380
appartement,2.0,235000.0,49.0,1,lyon,69009
appartement,2.0,149000.0,28.0,1,lyon,69007
appartement,3.0,225000.0,60.0,1,lyon,69009
appartement,3.0,380000.0,64.0,2,lyon,69007
appartement,3.0,255000.0,61.0,1,vaulx en velin,69120
appartement,3.0,385000.0,61.0,1,lyon,69006
appartement,3.0,256520.0,62.6,1,villeurbanne,69100
appartement,3.0,300000.0,71.0,1,vernay,69300
appartement,3.0,299000.0,59.0,RDC,saint priest,69800
appartement,4.0,549400.0,125.0,4,tassin la demi lune,69160
appartement,4.0,464500.0,94.0,3,lyon,69003
appartement,4.0,500000.0,91.0,1,lyon,69009
appartement,4.0,515000.0,85.0,5,lyon,69004
appartement,5.0,550000.0,108.0,2,lyon,69002
appartement,5.0,469000.0,109.4,6,villeurbanne,69100
appartement,5.0,445000.0,108.0,RDC,lyon,69003
appartement,5.0,850000.0,215.0,RDC,lyon,69009
maison,4.0,499000.0,121.0,MAISON,toussieu,69780
maison,4.0,369000.0,88.0,MAISON,bron,69500
maison,5.0,1175000.0,180.0,MAISON,lyon,69005
maison,5.0,477500.0,105.0,MAISON,francheville,69340
maison,5.0,415000.0,123.0,MAISON,saint bonnet de mure,69720
maison,5.0,675000.0,126.0,MAISON,lissieu,69380
maison,6.0,910000.0,255.0,MAISON,tassin la demi lune,69160
maison,8.0,920000.0,458.0,MAISON,millery,69390
maison,8.0,682000.0,169.0,MAISON,taluyers,69440
appartement,2.0,165850.0,47.0,4,lyon,69007
maison,4.0,363000.0,90.0,MAISON,neuville sur saone,69250
appartement,2.0,249900.0,48.0,2,tassin la demi lune,69160
appartement,3.0,200000.0,51.0,6,lyon,69001
appartement,3.0,235000.0,61.0,2,bron,69500
appartement,3.0,245000.0,65.0,1,meyzieu,69330
appartement,3.0,195000.0,65.0,1,rillieux la pape,69140
appartement,3.0,260000.0,60.0,1,rillieux la pape,69140
appartement,4.0,329900.0,90.0,3,lyon,69007
appartement,4.0,496000.0,83.5,2,lyon,69003
appartement,4.0,430000.0,96.0,3,lyon,69003
appartement,5.0,450000.0,110.0,4,villeurbanne,69100
appartement,5.0,795000.0,116.6,2,lyon,69008
appartement,5.0,350000.0,107.0,5,villeurbanne,69100
maison,4.0,270000.0,98.0,MAISON,beaujeu,69430
maison,4.0,240000.0,110.0,MAISON,givors,69700
maison,5.0,440000.0,144.0,MAISON,val d'oingt,69620
maison,5.0,359000.0,101.0,MAISON,l'arbresle,69210
maison,6.0,995000.0,284.0,MAISON,saint priest,69800
maison,7.0,890000.0,191.0,MAISON,brignais,69530
maison,9.0,380000.0,205.0,MAISON,charnay,69380
appartement,2.0,140000.0,42.0,RDC,saint priest,69800
appartement,2.0,329000.0,49.0,RDC,lyon,69005
appartement,2.0,236000.0,45.0,2,lentilly,69210
appartement,2.0,200000.0,35.0,RDC,lyon,69001
appartement,3.0,315000.0,57.6,1,lyon,69002
appartement,4.0,835000.0,114.3,3,lyon,69110
appartement,2.0,280000.0,53.0,3,lyon,69006
appartement,2.0,264000.0,43.0,1,lyon,69008
appartement,3.0,179900.0,62.0,1,bron,69500
appartement,3.0,540000.0,92.0,2,lyon,69002
appartement,3.0,159000.0,76.5,4,decines charpieu,69150
appartement,4.0,290000.0,84.3,3,villeurbanne,69100
appartement,4.0,471800.0,88.0,4,venissieux,69200
appartement,4.0,1750000.0,168.9,2,lyon,69003
appartement,4.0,325000.0,91.9,RDC,tassin la demi lune,69160
appartement,4.0,450000.0,104.0,2,lyon,69001
appartement,4.0,770000.0,128.0,5,lyon,69003
appartement,4.0,299000.0,95.0,4,caluire et cuire,69300
appartement,5.0,860000.0,143.0,4,écully,69130
maison,4.0,380000.0,104.0,MAISON,anse,69480
maison,4.0,315000.0,93.0,MAISON,givors,69700
maison,6.0,340000.0,102.0,MAISON,venissieux,69200
maison,6.0,760000.0,175.0,MAISON,francheville,69340
maison,7.0,620000.0,159.0,MAISON,mornant,69440
maison,7.0,445000.0,250.0,MAISON,dommartin,69380
maison,7.0,540000.0,132.0,MAISON,chassieu,69680
maison,12.0,650000.0,285.0,MAISON,villefranche sur saone,69400
appartement,2.0,235000.0,75.6,1,villefranche sur saone,69400
appartement,3.0,215000.0,61.4,4,lyon,69008
maison,5.0,359000.0,89.0,MAISON,saint étienne des oullieres,69460
appartement,2.0,165000.0,44.5,1,villeurbanne,69100
appartement,2.0,330000.0,52.0,3,lyon,69001
appartement,2.0,239000.0,51.0,5,lyon,69007
appartement,3.0,325000.0,69.0,1,saint pierre de chandieu,69780
appartement,3.0,222000.0,60.0,2,feyzin,69320
appartement,3.0,395000.0,69.0,RDC,craponne,69290
appartement,3.0,253000.0,53.0,3,caluire et cuire,69300
appartement,3.0,494000.0,66.0,4,lyon,69007
appartement,3.0,199000.0,66.0,3,saint priest,69800
appartement,3.0,237000.0,71.0,4,lyon,69008
appartement,3.0,230000.0,61.0,RDC,lyon,69008
appartement,3.0,249000.0,63.8,1,villeurbanne,69100
appartement,3.0,267000.0,50.0,1,meyzieu,69330
appartement,4.0,279000.0,66.0,6,villeurbanne,69100
appartement,4.0,325000.0,81.0,3,tassin la demi lune,69160
appartement,4.0,395000.0,88.0,3,lyon,69110
appartement,4.0,295000.0,90.0,2,villeurbanne,69100
appartement,4.0,524000.0,84.0,1,lyon,69008
appartement,4.0,468500.0,96.5,1,lyon,69008
appartement,5.0,783000.0,100.0,2,lyon,69007
appartement,5.0,355000.0,100.0,2,rillieux la pape,69140
maison,4.0,300000.0,95.0,MAISON,saint georges de reneins,69830
maison,4.0,372000.0,85.0,MAISON,simandres,69360
maison,5.0,549000.0,108.0,MAISON,dardilly,69570
maison,6.0,940000.0,213.0,MAISON,saint genis laval,69230
maison,6.0,210000.0,120.0,MAISON,beaujeu,69430
maison,7.0,1150000.0,234.0,MAISON,irigny,69540
maison,8.0,695000.0,210.0,MAISON,porte des pierres dorees,69400
maison,8.0,890000.0,176.0,MAISON,saint cyr au mont d'or,69450
maison,11.0,829000.0,238.0,MAISON,vernaison,69390
maison,12.0,1995000.0,436.0,MAISON,limonest,69760
appartement,2.0,148900.0,28.0,2,lyon,69001
appartement,2.0,181000.0,39.0,2,corbas,69960
appartement,2.0,209000.0,49.0,2,lyon,69110
appartement,3.0,355000.0,58.0,1,sathonay village,69580
appartement,2.0,266000.0,50.0,RDC,lentilly,69210
appartement,2.0,157000.0,56.0,RDC,villeurbanne,69100
appartement,2.0,220000.0,57.0,1,villeurbanne,69100
appartement,3.0,289000.0,64.0,RDC,villeurbanne,69100
appartement,3.0,345000.0,66.0,1,craponne,69290
appartement,3.0,251000.0,61.0,5,bron,69500
appartement,3.0,515000.0,80.0,4,lyon,69004
appartement,3.0,242000.0,63.0,6,vaulx en velin,69120
appartement,3.0,419000.0,80.7,2,lyon,69001
appartement,4.0,384000.0,87.0,3,tassin la demi lune,69160
appartement,4.0,475000.0,103.0,1,dardilly,69570
appartement,4.0,179000.0,74.0,4,saint priest,69800
appartement,4.0,399000.0,78.0,4,lyon,69003
appartement,5.0,1290000.0,215.0,3,lyon,69006
appartement,5.0,1390000.0,131.0,5,lyon,69004
appartement,5.0,349000.0,149.0,4,saint priest,69800
appartement,5.0,410000.0,101.0,4,bron,69500
maison,4.0,445000.0,125.0,MAISON,marcilly d'azergues,69380
maison,4.0,405000.0,90.0,MAISON,saint bonnet de mure,69720
maison,4.0,342200.0,94.0,MAISON,communay,69360
maison,5.0,599000.0,101.0,MAISON,écully,69130
maison,5.0,459000.0,124.0,MAISON,rillieux la pape,69140
maison,5.0,830000.0,162.0,MAISON,lyon,69008
maison,6.0,720000.0,186.0,MAISON,meyzieu,69330
appartement,2.0,215000.0,45.0,9,villeurbanne,69100
appartement,2.0,199000.0,40.4,2,villeurbanne,69100
appartement,2.0,286000.0,45.3,2,lyon,69003
appartement,3.0,309500.0,71.0,6,lyon,69003
maison,3.0,185000.0,74.0,MAISON,belleville en beaujolais,69220
maison,4.0,450000.0,133.0,MAISON,fleurie,69820
maison,4.0,330000.0,120.0,MAISON,saint forgeux,69490
appartement,3.0,310000.0,64.0,2,lyon,69004
appartement,3.0,162000.0,55.0,5,lyon,69008
appartement,3.0,510000.0,92.0,1,lyon,69002
appartement,3.0,220000.0,59.0,2,lyon,69003
appartement,3.0,315000.0,70.0,4,lyon,69007
appartement,3.0,220000.0,78.0,6,lyon,69008
appartement,3.0,173000.0,64.0,1,venissieux,69200
appartement,4.0,329000.0,80.0,3,neuville sur saone,69250
appartement,4.0,395000.0,87.0,1,lyon,69001
appartement,4.0,249683.0,74.0,1,belleville en beaujolais,69220
appartement,5.0,453000.0,100.0,9,villeurbanne,69100
appartement,5.0,194250.0,100.0,1,givors,69700
appartement,5.0,599000.0,105.0,2,lyon,69008
maison,4.0,420000.0,131.0,MAISON,lyon,69009
maison,4.0,310000.0,98.0,MAISON,saint georges de reneins,69830
maison,4.0,310000.0,90.0,MAISON,limas,69400
maison,5.0,380000.0,132.0,MAISON,mornant,69440
maison,6.0,640000.0,200.0,MAISON,chazay d'azergues,69380
maison,6.0,470000.0,125.0,MAISON,jonage,69330
maison,6.0,599000.0,194.0,MAISON,sainte consorce,69280
appartement,2.0,118000.0,36.5,1,saint priest,69800
appartement,2.0,156000.0,42.0,2,givors,69700
appartement,2.0,235000.0,43.6,1,lyon,69007
maison,5.0,375000.0,124.0,MAISON,condrieu,69420
maison,5.0,295000.0,145.0,MAISON,messimy,69510
appartement,2.0,169900.0,30.0,1,lyon,69003
appartement,3.0,235000.0,57.0,7,villeurbanne,69100
appartement,3.0,310400.0,66.0,1,brindas,69126
appartement,3.0,236000.0,63.0,3,villeurbanne,69100
appartement,3.0,220000.0,69.0,2,saint priest,69800
appartement,3.0,290000.0,63.1,1,lyon,69006
appartement,4.0,400000.0,90.5,RDC,tassin la demi lune,69160
appartement,4.0,249800.0,76.0,1,villeurbanne,69100
appartement,4.0,130000.0,65.0,3,vaulx en velin,69120
appartement,4.0,165000.0,67.5,2,venissieux,69200
appartement,4.0,927000.0,168.9,5,lyon,69002
appartement,4.0,365000.0,86.0,1,lyon,69003
appartement,4.0,313000.0,108.0,1,saint bonnet de mure,69720
appartement,5.0,387000.0,107.0,3,tassin la demi lune,69160
appartement,5.0,424000.0,85.0,2,craponne,69290
appartement,5.0,450000.0,160.7,1,villefranche sur saone,69400
appartement,6.0,900000.0,190.0,2,lyon,69006
maison,4.0,449000.0,100.0,MAISON,decines charpieu,69150
maison,5.0,687000.0,187.0,MAISON,saint genis laval,69230
maison,5.0,380000.0,114.0,MAISON,val d'oingt,69620
maison,5.0,595000.0,127.0,MAISON,francheville,69340
maison,6.0,1090000.0,168.0,MAISON,lyon,69110
maison,6.0,995000.0,220.0,MAISON,charbonnieres les bains,69260
maison,6.0,620000.0,175.0,MAISON,gleize,69400
maison,7.0,1290000.0,208.0,MAISON,saint didier au mont d'or,69370
maison,9.0,290000.0,163.5,MAISON,saint étienne des oullieres,69460
appartement,2.0,224026.0,56.2,1,villeurbanne,69100
appartement,2.0,189000.0,48.0,1,saint genis laval,69230
appartement,3.0,249900.0,63.3,2,saint priest,69800
appartement,3.0,315000.0,67.0,RDC,fontaines sur saone,69270
appartement,4.0,523000.0,88.0,3,longes,69660
maison,3.0,200000.0,50.0,MAISON,taponas,69220
maison,4.0,419900.0,105.0,MAISON,échalas,69700
appartement,2.0,225000.0,40.5,2,villeurbanne,69100
appartement,3.0,285000.0,64.2,3,lyon,69003
appartement,3.0,495000.0,110.0,3,lyon,69110
appartement,4.0,409000.0,96.0,1,villeurbanne,69100
appartement,4.0,304000.0,84.0,1,villeurbanne,69100
appartement,4.0,399000.0,84.5,2,lyon,69002
appartement,4.0,249000.0,63.0,5,lyon,69007
appartement,4.0,350000.0,87.0,3,lyon,69003
appartement,5.0,430000.0,104.0,2,tassin la demi lune,69160
appartement,5.0,579000.0,133.0,3,villeurbanne,69100
maison,4.0,390000.0,95.0,MAISON,lissieu,69380
maison,5.0,519000.0,119.0,MAISON,vaulx en velin,69120
maison,5.0,412000.0,127.0,MAISON,montagny,69700
maison,6.0,429000.0,139.0,MAISON,beauvallon,69700
maison,6.0,1050000.0,210.0,MAISON,lyon,69110
appartement,3.0,499000.0,110.0,2,longes,69660
maison,4.0,249800.0,79.0,MAISON,lantignie,69430
maison,5.0,385000.0,128.0,MAISON,ampuis,69420
appartement,2.0,245000.0,44.0,1,lyon,69003
appartement,2.0,195000.0,51.0,1,lyon,69007
appartement,2.0,101250.0,50.0,3,lyon,69008
appartement,3.0,350000.0,69.0,2,genas,69740
appartement,3.0,490000.0,71.0,7,lyon,69006
appartement,4.0,410000.0,92.0,5,lyon,69003
appartement,4.0,320000.0,96.0,RDC,saint priest,69800
appartement,4.0,420000.0,80.0,4,caluire et cuire,69300
appartement,4.0,427000.0,82.1,1,caluire et cuire,69300
appartement,4.0,415000.0,89.0,3,tassin la demi lune,69160
appartement,4.0,469000.0,76.2,5,lyon,69002
appartement,4.0,585000.0,93.0,7,lyon,69006
appartement,5.0,440000.0,105.0,7,villeurbanne,69100
appartement,5.0,901000.0,123.9,8,lyon,69002
appartement,5.0,765000.0,112.0,5,caluire et cuire,69300
appartement,5.0,530000.0,100.0,2,venissieux,69200
maison,4.0,429900.0,125.0,MAISON,grigny sur rhone,69520
maison,4.0,540000.0,120.0,MAISON,bron,69500
maison,4.0,274900.0,95.0,MAISON,lantignie,69430
maison,5.0,325000.0,97.0,MAISON,villeurbanne,69100
